Movie,ReleaseYear,Director,Duration,Budget,Gross,UserReviews,CriticReviews,IMDBVotes,IMDBScore,InflationTo2016,BudgetInf,GrossInf
Sex Tape,2014,Jake Kasdan,94,40000000,38543473,158,201,84382,5.1,1.01,40400000,38928907.73
Sin City: A Dame to Kill For,2014,Frank Miller,102,65000000,13750556,239,339,111102,6.5,1.01,65650000,13888061.56
Son of God,2014,Christopher Spencer,170,22000000,59696176,174,61,15448,5.6,1.01,22220000,60293137.76
Song One,2014,Kate Barker-Froyland,86,6000000,20200,21,43,6797,5.8,1.01,6060000,20402
St. Vincent,2014,Theodore Melfi,102,13000000,44134898,171,275,72803,7.3,1.01,13130000,44576246.98
Still Alice,2014,Richard Glatzer,101,5000000,18656400,195,309,86077,7.5,1.01,5050000,18842964
Tammy,2014,Ben Falcone,100,20000000,84518155,144,148,35965,4.9,1.01,20200000,85363336.55
Teenage Mutant Ninja Turtles,2014,Jonathan Liebesman,101,125000000,190871240,491,348,167085,5.9,1.01,126250000,192779952.4
That Awkward Moment,2014,Tom Gormican,94,8000000,26049082,100,164,76791,6.1,1.01,8080000,26309572.82
The Amazing Spider-Man 2,2014,Marc Webb,142,200000000,202853933,1067,495,321227,6.7,1.01,202000000,204882472.3
The Best of Me,2014,Michael Hoffman,118,26000000,26761283,99,85,43084,6.7,1.01,26260000,27028895.83
The Book of Life,2014,Jorge R. Gutiérrez,95,50000000,50150619,102,156,45580,7.3,1.01,50500000,50652125.19
The Boxtrolls,2014,Graham Annable,96,60000000,50807639,122,219,40883,6.8,1.01,60600000,51315715.39
The Equalizer,2014,Antoine Fuqua,132,55000000,101530738,436,292,229574,7.2,1.01,55550000,102546045.4
The Expendables 3,2014,Patrick Hughes,131,90000000,39292022,351,320,127258,6.1,1.01,90900000,39684942.22
The Fault in Our Stars,2014,Josh Boone,133,12000000,124868837,548,326,249688,7.8,1.01,12120000,126117525.4
The Gambler,2014,Rupert Wyatt,111,25000000,33631221,145,175,48562,6,1.01,25250000,33967533.21
The Grand Budapest Hotel,2014,Wes Anderson,99,25000000,59073773,644,536,475518,8.1,1.01,25250000,59664510.73
The Homesman,2014,Tommy Lee Jones,122,16000000,2428883,132,208,21370,6.6,1.01,16160000,2453171.83
The Hundred-Foot Journey,2014,Lasse Hallström,122,22000000,54235441,185,180,52894,7.3,1.01,22220000,54777795.41
The Hunger Games: Mockingjay - Part 1,2014,Francis Lawrence,123,125000000,337103873,591,403,305008,6.7,1.01,126250000,340474911.7
The Interview,2014,Evan Goldberg,112,44000000,6105175,835,293,247020,6.6,1.01,44440000,6166226.75
The Judge,2014,David Dobkin,141,50000000,47105085,275,276,136973,7.4,1.01,50500000,47576135.85
The Legend of Hercules,2014,Renny Harlin,99,70000000,18821279,202,156,44891,4.2,1.01,70700000,19009491.79
The Maze Runner,2014,Wes Ball,113,34000000,102413606,524,297,310903,6.8,1.01,34340000,103437742.1
The Monuments Men,2014,George Clooney,118,70000000,78031620,403,371,102248,6.1,1.01,70700000,78811936.2
The November Man,2014,Roger Donaldson,108,15000000,24984868,152,172,50056,6.3,1.01,15150000,25234716.68
The Other Woman,2014,Nick Cassavetes,109,40000000,83906114,189,191,104481,6,1.01,40400000,84745175.14
The Purge: Anarchy,2014,James DeMonaco,103,9000000,71519230,244,285,92364,6.5,1.01,9090000,72234422.3
The Skeleton Twins,2014,Craig Johnson,93,1000000,5283379,79,185,31254,6.8,1.01,1010000,5336212.79
Think Like a Man Too,2014,Tim Story,106,24000000,65182182,38,52,15310,5.7,1.01,24240000,65834003.82
This Is Where I Leave You,2014,Shawn Levy,103,19800000,34290142,145,156,54242,6.6,1.01,19998000,34633043.42
Top Five,2014,Chris Rock,102,12000000,25277561,93,161,21672,6.5,1.01,12120000,25530336.61
Top Spin,2014,Sara Newens,80,150000,5858,2,18,260,7.1,1.01,151500,5916.58
Transformers: Age of Extinction,2014,Michael Bay,165,210000000,245428137,918,378,242420,5.7,1.01,212100000,247882418.4
Tusk,2014,Kevin Smith,102,3000000,1821983,261,254,31089,5.4,1.01,3030000,1840202.83
Unbroken,2014,Angelina Jolie Pitt,137,65000000,115603980,351,322,103589,7.2,1.01,65650000,116760019.8
Unfriended,2014,Levan Gabriadze,83,1000000,31537320,309,270,44329,5.7,1.01,1010000,31852693.2
When the Game Stands Tall,2014,Thomas Carter,115,15000000,30127963,64,50,12596,6.7,1.01,15150000,30429242.63
While We're Young,2014,Noah Baumbach,97,10000000,7574066,96,270,30325,6.3,1.01,10100000,7649806.66
Whiplash,2014,Damien Chazelle,107,3300000,13092000,731,535,399138,8.5,1.01,3333000,13222920
Wild,2014,Jean-Marc Vallée,115,15000000,37877959,252,349,86664,7.1,1.01,15150000,38256738.59
Winter's Tale,2014,Akiva Goldsman,118,60000000,22451,126,189,41288,6.2,1.01,60600000,22675.51
Wish I Was Here,2014,Zach Braff,106,6000000,3588432,93,149,29341,6.7,1.01,6060000,3624316.32
X-Men: Days of Future Past,2014,Bryan Singer,149,200000000,233914986,752,539,514125,8,1.01,202000000,236254135.9
10 Days in a Madhouse,2015,Timothy Hines,111,12000000,14616,10,1,314,7.5,1.01,12120000,14762.16
90 Minutes in Heaven,2015,Michael Polish,121,5000000,4700361,29,12,2047,4.6,1.01,5050000,4747364.61
Aloha,2015,Cameron Crowe,105,37000000,20991497,172,138,39778,5.4,1.01,37370000,21201411.97
Alvin and the Chipmunks: The Road Chip,2015,Walt Becker,92,90000000,85884815,53,70,9418,5,1.01,90900000,86743663.15
Anomalisa,2015,Duke Johnson,90,8000000,3442820,140,328,31489,7.3,1.01,8080000,3477248.2
Ant-Man,2015,Peyton Reed,117,130000000,180191634,549,517,313866,7.4,1.01,131300000,181993550.3
Antarctic Edge: 70° South,2015,Dena Seidel,72,150000,4914,2,5,123,7,1.01,151500,4963.14
Avengers: Age of Ultron,2015,Joss Whedon,141,250000000,458991599,1117,635,462669,7.5,1.01,252500000,463581515
Black Mass,2015,Scott Cooper,123,53000000,62563543,289,391,115216,7,1.01,53530000,63189178.43
Blackhat,2015,Michael Mann,133,70000000,7097125,207,261,38983,5.4,1.01,70700000,7168096.25
Bridge of Spies,2015,Steven Spielberg,142,40000000,72306065,355,459,178118,7.6,1.01,40400000,73029125.65
Brotherly Love,2015,Jamal Hill,89,1900000,444044,19,10,744,7.2,1.01,1919000,448484.44
Burnt,2015,John Wells,101,20000000,13650738,129,175,61360,6.6,1.01,20200000,13787245.38
By the Sea,2015,Angelina Jolie Pitt,122,10000000,531009,61,131,7976,5.3,1.01,10100000,536319.09
Captive,2015,Jerry Jameson,97,2000000,2557668,22,39,3911,5.3,1.01,2020000,2583244.68
Chappie,2015,Neill Blomkamp,120,49000000,31569268,627,371,172965,6.9,1.01,49490000,31884960.68
Cinderella,2015,Kenneth Branagh,105,95000000,201148159,323,343,103749,7,1.01,95950000,203159640.6
Courage,2015,Angelo Pizzo,118,20000000,2246000,20,27,2302,7,1.01,20200000,2268460
Creative Control,2015,Benjamin Dickinson,97,1000000,62480,7,36,1048,5.5,1.01,1010000,63104.8
Creed,2015,Ryan Coogler,133,35000000,109712885,362,437,146708,7.7,1.01,35350000,110810013.9
Daddy's Home,2015,Sean Anders,96,50000000,150315155,130,145,54010,6.1,1.01,50500000,151818306.6
Danny Collins,2015,Dan Fogelman,106,10000000,5348317,100,139,20810,7.1,1.01,10100000,5401800.17
Do You Believe?,2015,Jon Gunn,120,2300000,12985267,63,11,4977,5.9,1.01,2323000,13115119.67
Dope,2015,Rick Famuyiwa,103,7000000,17474107,89,180,56605,7.3,1.01,7070000,17648848.07
Fantastic Four,2015,Josh Trank,100,120000000,56114221,695,369,110486,4.3,1.01,121200000,56675363.21
Fifty Shades of Grey,2015,Sam Taylor-Johnson,129,40000000,166147885,1360,362,220020,4.1,1.01,40400000,167809363.9
Focus,2015,Glenn Ficarra,105,50100000,53846915,221,279,149337,6.6,1.01,50601000,54385384.15
Freeheld,2015,Peter Sollett,103,7000000,532988,25,133,5863,6.5,1.01,7070000,538317.88
Furious 7,2015,James Wan,140,190000000,350034110,657,424,278232,7.2,1.01,191900000,353534451.1
Get Hard,2015,Etan Cohen,107,40000000,90353764,144,173,85629,6,1.01,40400000,91257301.64
Goosebumps,2015,Rob Letterman,103,58000000,80021740,154,218,47968,6.4,1.01,58580000,80821957.4
Green Room,2015,Jeremy Saulnier,95,5000000,3219029,125,322,28845,7.1,1.01,5050000,3251219.29
Home,2015,Tim Johnson,94,135000000,177343675,214,165,70121,6.7,1.01,136350000,179117111.8
Hot Pursuit,2015,Anne Fletcher,87,35000000,34507079,118,155,34948,5.1,1.01,35350000,34852149.79
Hot Tub Time Machine 2,2015,Steve Pink,99,14000000,12282677,96,107,28159,5.1,1.01,14140000,12405503.77
Hotel Transylvania 2,2015,Genndy Tartakovsky,89,80000000,169692572,97,152,56501,6.7,1.01,80800000,171389497.7
In the Heart of the Sea,2015,Ron Howard,122,100000000,24985612,161,289,71782,7,1.01,101000000,25235468.12
Inside Out,2015,Pete Docter,95,175000000,356454367,773,536,345198,8.3,1.01,176750000,360018910.7
Insurgent,2015,Robert Schwentke,119,110000000,129995817,258,263,154621,6.3,1.01,111100000,131295775.2
Joy,2015,David O. Russell,124,60000000,56443482,256,315,75329,6.6,1.01,60600000,57007916.82
Jupiter Ascending,2015,Lana Wachowski,127,176000000,47375327,720,384,139593,5.4,1.01,177760000,47849080.27
Jurassic World,2015,Colin Trevorrow,124,150000000,652177271,1290,644,418214,7,1.01,151500000,658699043.7
Krampus,2015,Michael Dougherty,98,15000000,42592530,181,198,29867,6.2,1.01,15150000,43018455.3
Love the Coopers,2015,Jessie Nelson,107,17000000,26284475,68,97,9051,5.7,1.01,17170000,26547319.75
Maggie,2015,Henry Hobson,95,8500000,131175,200,256,30219,5.6,1.01,8585000,132486.75
Magic Mike XXL,2015,Gregory Jacobs,115,14800000,66009973,135,222,38202,5.7,1.01,14948000,66670072.73
Max,2015,Boaz Yakin,111,20000000,42652003,87,61,18915,6.8,1.01,20200000,43078523.03
"McFarland, USA",2015,Niki Caro,129,17000000,44469602,83,113,23480,7.4,1.01,17170000,44914298.02
Mi America,2015,Robert Fontaine,125,2100000,3330,1,4,22,7.2,1.01,2121000,3363.3
Minions,2015,Kyle Balda,91,74000000,336029560,275,308,142403,6.4,1.01,74740000,339389855.6
No Escape,2015,John Erick Dowdle,103,5000000,27285953,214,203,48675,6.8,1.01,5050000,27558812.53
Our Brand Is Crisis,2015,David Gordon Green,107,28000000,6998324,50,125,11476,6.1,1.01,28280000,7068307.24
Pan,2015,Joe Wright,111,150000000,34964818,186,256,39956,5.8,1.01,151500000,35314466.18
Paper Towns,2015,Jake Schreier,109,12000000,31990064,160,191,63390,6.4,1.01,12120000,32309964.64
Paul Blart: Mall Cop 2,2015,Andy Fickman,94,30000000,71038190,123,76,23473,4.4,1.01,30300000,71748571.9
Pitch Perfect 2,2015,Elizabeth Banks,115,29000000,183436380,185,221,97697,6.5,1.01,29290000,185270743.8
Pixels,2015,Chris Columbus,106,88000000,78747585,342,253,89770,5.6,1.01,88880000,79535060.85
Point Break,2015,Ericson Core,114,105000000,28772222,163,163,33953,5.3,1.01,106050000,29059944.22
Project Almanac,2015,Dean Israelite,106,12000000,22331028,177,177,57349,6.4,1.01,12120000,22554338.28
Road Hard,2015,Adam Carolla,98,1500000,105943,11,14,1351,6.1,1.01,1515000,107002.43
Run All Night,2015,Jaume Collet-Serra,114,50000000,26442251,205,236,76010,6.6,1.01,50500000,26706673.51
San Andreas,2015,Brad Peyton,114,110000000,155181732,499,358,147497,6.1,1.01,111100000,156733549.3
Self/less,2015,Tarsem Singh,117,26000000,12276810,126,178,57674,6.5,1.01,26260000,12399578.1
Sicario,2015,Denis Villeneuve,121,30000000,46875468,461,478,196217,7.6,1.01,30300000,47344222.68
Sinister 2,2015,Ciarán Foy,97,10000000,27736779,126,189,25210,5.2,1.01,10100000,28014146.79
Southpaw,2015,Antoine Fuqua,124,30000000,52418902,277,305,147128,7.5,1.01,30300000,52943091.02
Spotlight,2015,Tom McCarthy,128,20000000,44988180,409,474,195333,8.1,1.01,20200000,45438061.8
Stonewall,2015,Roland Emmerich,129,13500000,186354,30,74,1758,4.5,1.01,13635000,188217.54
Straight Outta Compton,2015,F. Gary Gray,167,28000000,161029270,331,349,119928,7.9,1.01,28280000,162639562.7
Ted 2,2015,Seth MacFarlane,125,68000000,81257500,229,280,117739,6.4,1.01,68680000,82070075
Terminator Genisys,2015,Alan Taylor,126,155000000,89732035,867,474,188457,6.6,1.01,156550000,90629355.35
The Age of Adaline,2015,Lee Toland Krieger,112,25000000,42478175,209,214,93767,7.2,1.01,25250000,42902956.75
The Big Short,2015,Adam McKay,130,28000000,70235322,374,426,182983,7.8,1.01,28280000,70937675.22
The Boy Next Door,2015,Rob Cohen,91,4000000,35385560,131,149,27198,4.6,1.01,4040000,35739415.6
The Diary of a Teenage Girl,2015,Marielle Heller,102,2000000,1477002,72,168,16645,6.9,1.01,2020000,1491772.02
The DUFF,2015,Ari Sandel,101,8500000,34017854,116,132,51326,6.5,1.01,8585000,34358032.54
The Gallows,2015,Travis Cluff,81,100000,22757819,150,159,13521,4.2,1.01,101000,22985397.19
The Gift,2015,Joel Edgerton,108,5000000,43771291,279,297,79909,7.1,1.01,5050000,44209003.91
The Good Dinosaur,2015,Peter Sohn,93,175000000,123070338,345,298,62836,6.8,1.01,176750000,124301041.4
The Gunman,2015,Pierre Morel,115,40000000,10640645,110,224,28429,5.8,1.01,40400000,10747051.45
The Hateful Eight,2015,Quentin Tarantino,187,44000000,54116191,1018,596,272839,7.9,1.01,44440000,54657352.91
The Hunger Games: Mockingjay - Part 2,2015,Francis Lawrence,137,160000000,281666058,383,389,166137,6.6,1.01,161600000,284482718.6
The Intern,2015,Nancy Meyers,121,35000000,75274748,304,241,130661,7.2,1.01,35350000,76027495.48
The Last Witch Hunter,2015,Breck Eisner,106,90000000,27356090,117,202,58752,6,1.01,90900000,27629650.9
The Lazarus Effect,2015,David Gelb,83,3300000,25799043,126,152,28513,5.2,1.01,3333000,26057033.43
The Longest Ride,2015,George Tillman Jr.,128,34000000,37432299,116,117,50041,7.1,1.01,34340000,37806621.99
The Man from U.N.C.L.E.,2015,Guy Ritchie,116,75000000,45434443,360,362,175960,7.3,1.01,75750000,45888787.43
The Martian,2015,Ridley Scott,151,108000000,228430993,1023,568,472488,8.1,1.01,109080000,230715302.9
The Peanuts Movie,2015,Steve Martino,88,99000000,130174897,155,208,27918,7.2,1.01,99990000,131476646
The Revenant,2015,Alejandro G. Iñárritu,156,135000000,183635922,1188,556,406020,8.1,1.01,136350000,185472281.2
The Scorch Trials,2015,Wes Ball,132,61000000,81687587,360,249,138246,6.4,1.01,61610000,82504462.87
The SpongeBob Movie: Sponge Out of Water,2015,Paul Tibbitt,92,74000000,162495848,133,147,34359,6,1.01,74740000,164120806.5
The Vatican Tapes,2015,Mark Neveldine,91,8495000,1712111,53,93,7199,4.5,1.01,8579950,1729232.11
The Visit,2015,M. Night Shyamalan,94,5000000,65069140,455,371,65299,6.2,1.01,5050000,65719831.4
The Walk,2015,Robert Zemeckis,123,35000000,10137502,195,335,77394,7.4,1.01,35350000,10238877.02
The Witch,2015,Robert Eggers,92,3500000,25138292,452,425,66483,6.8,1.01,3535000,25389674.92
Time to Choose,2015,Charles Ferguson,100,3500000,29233,2,6,75,7,1.01,3535000,29525.33
Tomorrowland,2015,Brad Bird,130,190000000,93417865,497,443,128306,6.5,1.01,191900000,94352043.65
Unfinished Business,2015,Ken Scott,91,35000000,10214013,89,90,23072,5.4,1.01,35350000,10316153.13
Vacation,2015,John Francis Daley,99,31000000,58879132,219,204,66123,6.1,1.01,31310000,59467923.32
Victor Frankenstein,2015,Paul McGuigan,110,40000000,5773519,91,159,28618,6,1.01,40400000,5831254.19
10 Cloverfield Lane,2016,Dan Trachtenberg,104,15000000,71897215,440,411,126893,7.3,1,15000000,71897215
13 Hours,2016,Michael Bay,144,50000000,52822418,219,204,47764,7.4,1,50000000,52822418
Alice Through the Looking Glass,2016,James Bobin,113,170000000,76846624,131,218,21352,6.4,1,170000000,76846624
Allegiant,2016,Robert Schwentke,120,110000000,66002193,144,181,44296,5.8,1,110000000,66002193
Bad Moms,2016,Jon Lucas,100,20000000,55461307,46,81,4654,6.7,1,20000000,55461307
Batman v Superman: Dawn of Justice,2016,Zack Snyder,183,250000000,330249062,3018,673,371639,6.9,1,250000000,330249062
Captain America: Civil War,2016,Anthony Russo,147,250000000,407197282,1022,516,272670,8.2,1,250000000,407197282
Central Intelligence,2016,Rawson Marshall Thurber,107,50000000,126088877,110,177,33354,6.6,1,50000000,126088877
Deadpool,2016,Tim Miller,108,58000000,363024263,1058,579,479047,8.1,1,58000000,363024263
Dirty Grandpa,2016,Dan Mazer,109,11500000,35537564,166,158,49671,6,1,11500000,35537564
Fifty Shades of Black,2016,Michael Tiddes,92,5000000,11675178,53,59,9509,3.5,1,5000000,11675178
Free State of Jones,2016,Gary Ross,139,50000000,20389967,47,79,3077,6.7,1,50000000,20389967
Ghostbusters,2016,Paul Feig,116,144000000,118099659,1211,464,69757,5.5,1,144000000,118099659
God's Not Dead 2,2016,Harold Cronk,120,5000000,20773070,102,29,4501,3.4,1,5000000,20773070
Gods of Egypt,2016,Alex Proyas,126,140000000,31141074,273,184,51892,5.5,1,140000000,31141074
How to Be Single,2016,Christian Ditter,110,38000000,46813366,83,148,39440,6.1,1,38000000,46813366
Independence Day: Resurgence,2016,Roland Emmerich,120,165000000,102315545,520,286,58137,5.5,1,165000000,102315545
Jane Got a Gun,2016,Gavin O'Connor,98,25000000,1512815,56,123,8885,5.8,1,25000000,1512815
Keanu,2016,Peter Atencio,100,15000000,20566327,84,129,15385,6.4,1,15000000,20566327
Kung Fu Panda 3,2016,Alessandro Carloni,95,145000000,143523463,145,210,64322,7.2,1,145000000,143523463
Lights Out,2016,David F. Sandberg,81,4900000,56536016,95,159,13523,6.9,1,4900000,56536016
Miracles from Heaven,2016,Patricia Riggen,109,13000000,61693523,55,63,6276,6.8,1,13000000,61693523
Money Monster,2016,Jodie Foster,98,27000000,41008532,103,268,19611,6.7,1,27000000,41008532
My Big Fat Greek Wedding 2,2016,Kirk Jones,94,18000000,59573085,103,156,13562,6.1,1,18000000,59573085
Neighbors 2: Sorority Rising,2016,Nicholas Stoller,92,35000000,55291815,111,177,28041,6,1,35000000,55291815
Nerve,2016,Henry Joost,96,20000000,28876924,35,86,4303,7.1,1,20000000,28876924
Now You See Me 2,2016,Jon M. Chu,129,90000000,64685359,139,196,40862,6.9,1,90000000,64685359
Pride and Prejudice and Zombies,2016,Burr Steers,108,28000000,10907291,134,225,23775,5.8,1,28000000,10907291
Ride Along 2,2016,Tim Story,102,40000000,90835030,58,119,28621,5.9,1,40000000,90835030
Risen,2016,Kevin Reynolds,107,20000000,36874745,117,122,12276,6.3,1,20000000,36874745
Star Trek Beyond,2016,Justin Lin,122,185000000,130468626,432,322,53607,7.5,1,185000000,130468626
Suicide Squad,2016,David Ayer,123,175000000,161087183,971,418,118992,6.9,1,175000000,161087183
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Dave Green,112,135000000,81638674,115,181,17533,6.3,1,135000000,81638674
The 5th Wave,2016,J Blakeson,112,38000000,34912982,266,194,55617,5.2,1,38000000,34912982
The Angry Birds Movie,2016,Clay Kaytis,97,73000000,107225164,126,141,27130,6.3,1,73000000,107225164
The Boss,2016,Ben Falcone,99,29000000,63034755,96,154,16984,5.3,1,29000000,63034755
The Boy,2016,William Brent Bell,97,10000000,35794166,155,159,35654,6,1,10000000,35794166
The Conjuring 2,2016,James Wan,134,40000000,102310175,279,300,64989,7.8,1,40000000,102310175
The Finest Hours,2016,Craig Gillespie,117,75000000,27550735,113,178,27481,6.8,1,75000000,27550735
The Forest,2016,Jason Zada,93,10000000,26583369,127,185,20837,4.8,1,10000000,26583369
The Huntsman: Winter's War,2016,Cedric Nicolas-Troyan,120,115000000,47952020,134,231,37750,6.1,1,115000000,47952020
The Legend of Tarzan,2016,David Yates,110,180000000,124051759,239,248,42372,6.6,1,180000000,124051759
The Perfect Match,2016,Bille Woodruff,96,5000000,9658370,9,12,1180,4.5,1,5000000,9658370
The Shallows,2016,Jaume Collet-Serra,86,17000000,54257433,139,186,12983,6.8,1,17000000,54257433
The Young Messiah,2016,Cyrus Nowrasteh,111,18500000,6462576,30,24,1449,5.4,1,18500000,6462576
Triple 9,2016,John Hillcoat,115,20000000,12626905,106,214,32567,6.3,1,20000000,12626905
Warcraft,2016,Duncan Jones,123,160000000,46978995,781,275,111609,7.3,1,160000000,46978995
X-Men: Apocalypse,2016,Bryan Singer,144,178000000,154985087,622,396,148379,7.3,1,178000000,154985087
Zoolander 2,2016,Ben Stiller,102,50000000,28837115,150,226,34964,4.8,1,50000000,28837115
