Subject,Change,Ndist,Correct,Reaction,MMI
23,1,4,1,1052,2.555555556
23,0,6,1,698,2.555555556
23,0,0,1,676,2.555555556
23,0,2,1,666,2.555555556
23,0,2,1,530,2.555555556
23,0,4,1,1129,2.555555556
23,1,0,1,922,2.555555556
23,1,2,1,899,2.555555556
23,1,6,0,218,2.555555556
23,1,0,1,857,2.555555556
23,1,2,0,858,2.555555556
23,0,0,1,1137,2.555555556
23,1,2,1,785,2.555555556
23,0,4,0,954,2.555555556
23,0,6,1,696,2.555555556
23,1,0,1,899,2.555555556
23,0,0,1,1002,2.555555556
23,0,6,1,801,2.555555556
23,1,6,1,923,2.555555556
23,1,4,1,1074,2.555555556
23,1,2,1,818,2.555555556
23,0,2,1,665,2.555555556
23,0,4,1,1313,2.555555556
23,1,6,1,738,2.555555556
23,0,2,1,754,2.555555556
23,1,0,1,1088,2.555555556
23,1,4,1,938,2.555555556
23,0,6,1,642,2.555555556
23,1,6,1,866,2.555555556
23,0,0,1,538,2.555555556
23,1,4,1,730,2.555555556
23,1,0,1,789,2.555555556
23,0,0,1,810,2.555555556
23,0,2,0,618,2.555555556
23,0,4,1,794,2.555555556
23,0,4,1,963,2.555555556
23,1,2,1,994,2.555555556
23,0,2,1,929,2.555555556
23,1,6,1,938,2.555555556
23,0,6,1,850,2.555555556
23,1,4,1,1050,2.555555556
23,1,0,1,993,2.555555556
23,1,2,1,1049,2.555555556
23,1,4,1,762,2.555555556
23,1,0,1,633,2.555555556
23,0,0,1,642,2.555555556
23,1,0,1,729,2.555555556
23,0,6,1,833,2.555555556
23,1,2,1,812,2.555555556
23,1,2,1,778,2.555555556
23,0,2,1,606,2.555555556
23,0,6,1,592,2.555555556
23,0,0,1,1059,2.555555556
23,1,6,1,602,2.555555556
23,1,4,1,929,2.555555556
23,0,2,1,555,2.555555556
23,0,4,1,738,2.555555556
23,0,4,1,762,2.555555556
23,1,6,1,593,2.555555556
23,0,4,1,826,2.555555556
23,1,2,1,874,2.555555556
23,1,4,1,786,2.555555556
23,0,2,1,649,2.555555556
23,1,0,1,1020,2.555555556
23,0,0,1,785,2.555555556
23,0,6,1,1897,2.555555556
23,1,6,1,698,2.555555556
24,1,2,0,1996,3.444444444
24,0,6,1,969,3.444444444
24,1,4,1,696,3.444444444
24,0,2,1,1240,3.444444444
24,0,0,1,1010,3.444444444
24,1,0,1,985,3.444444444
24,1,6,1,1080,3.444444444
24,1,4,1,994,3.444444444
24,1,0,1,873,3.444444444
24,0,0,1,754,3.444444444
24,1,6,1,1082,3.444444444
24,1,2,1,1091,3.444444444
24,0,2,0,705,3.444444444
24,0,6,1,1106,3.444444444
24,0,4,1,906,3.444444444
24,0,4,1,929,3.444444444
24,1,4,1,931,3.444444444
24,0,4,1,705,3.444444444
24,0,0,1,658,3.444444444
24,0,6,1,874,3.444444444
24,0,0,1,778,3.444444444
24,1,6,1,1042,3.444444444
24,1,2,1,1081,3.444444444
24,0,2,1,706,3.444444444
24,1,6,0,1914,3.444444444
24,0,2,1,841,3.444444444
24,1,2,1,1040,3.444444444
24,0,6,1,954,3.444444444
24,1,0,1,1042,3.444444444
24,0,4,1,1019,3.444444444
24,1,4,1,1305,3.444444444
24,1,0,0,1996,3.444444444
24,0,0,1,746,3.444444444
24,0,2,1,858,3.444444444
24,1,4,1,1139,3.444444444
24,0,6,1,929,3.444444444
24,1,0,1,938,3.444444444
24,1,6,1,962,3.444444444
24,1,2,1,755,3.444444444
24,1,2,1,929,3.444444444
24,1,0,1,761,3.444444444
24,0,2,0,794,3.444444444
24,0,4,1,914,3.444444444
24,1,6,1,938,3.444444444
24,0,4,1,705,3.444444444
24,0,0,1,801,3.444444444
24,0,6,1,690,3.444444444
24,1,4,1,907,3.444444444
24,0,6,1,1649,3.444444444
24,0,2,1,522,3.444444444
24,1,2,1,872,3.444444444
24,0,2,1,1289,3.444444444
24,1,0,0,1058,3.444444444
24,1,6,1,746,3.444444444
24,1,2,0,1003,3.444444444
24,1,0,1,913,3.444444444
24,0,4,1,1609,3.444444444
24,0,0,1,690,3.444444444
24,1,4,1,811,3.444444444
24,0,4,1,698,3.444444444
24,1,4,1,1129,3.444444444
24,0,6,1,986,3.444444444
24,0,0,1,570,3.444444444
24,1,6,1,1195,3.444444444
24,1,4,1,744,3.444444444
24,0,2,1,714,3.444444444
24,1,6,1,667,3.444444444
24,1,0,1,786,3.444444444
24,0,4,0,545,3.444444444
24,1,6,1,874,3.444444444
24,0,0,1,1811,3.444444444
24,0,6,1,1366,3.444444444
24,0,4,1,1609,3.444444444
24,1,4,1,609,3.444444444
24,0,0,1,722,3.444444444
24,1,0,1,747,3.444444444
24,1,2,1,946,3.444444444
24,1,2,0,1689,3.444444444
24,0,2,1,786,3.444444444
24,0,6,1,682,3.444444444
24,1,2,1,1089,3.444444444
24,1,2,1,1033,3.444444444
24,0,4,1,810,3.444444444
24,1,6,1,858,3.444444444
24,0,4,1,633,3.444444444
24,1,0,0,793,3.444444444
24,0,6,1,730,3.444444444
24,1,0,1,763,3.444444444
24,1,4,1,1290,3.444444444
24,0,0,1,824,3.444444444
24,0,2,1,809,3.444444444
24,1,6,1,850,3.444444444
24,0,0,1,826,3.444444444
24,1,4,1,834,3.444444444
24,0,2,1,602,3.444444444
24,0,6,1,545,3.444444444
24,1,4,1,674,3.444444444
24,1,6,0,754,3.444444444
24,1,4,1,850,3.444444444
24,1,0,1,1481,3.444444444
24,1,2,1,1625,3.444444444
24,0,4,1,836,3.444444444
24,0,4,1,1218,3.444444444
24,0,0,1,621,3.444444444
24,0,2,1,665,3.444444444
24,1,2,1,931,3.444444444
24,0,2,1,730,3.444444444
24,0,6,1,754,3.444444444
24,1,0,1,688,3.444444444
24,0,6,1,721,3.444444444
24,0,0,1,874,3.444444444
24,1,6,1,787,3.444444444
24,1,2,1,1201,3.444444444
24,1,6,1,1128,3.444444444
24,0,0,1,681,3.444444444
24,1,4,1,818,3.444444444
24,0,6,1,730,3.444444444
24,0,2,1,1010,3.444444444
24,1,6,1,561,3.444444444
24,1,2,1,649,3.444444444
24,0,6,1,674,3.444444444
24,1,0,1,627,3.444444444
24,0,2,1,586,3.444444444
24,0,4,1,474,3.444444444
24,1,4,1,458,3.444444444
24,1,0,1,737,3.444444444
24,0,0,1,609,3.444444444
24,0,4,1,658,3.444444444
24,1,0,1,642,3.444444444
24,1,6,1,1081,3.444444444
24,0,0,1,633,3.444444444
24,1,4,1,610,3.444444444
24,0,4,1,611,3.444444444
24,0,2,1,658,3.444444444
24,1,4,1,506,3.444444444
24,1,0,1,737,3.444444444
24,0,6,1,729,3.444444444
24,1,2,1,618,3.444444444
24,1,6,0,1996,3.444444444
24,0,0,1,1650,3.444444444
24,0,6,1,1081,3.444444444
24,0,2,1,1090,3.444444444
24,1,2,1,675,3.444444444
24,0,4,1,834,3.444444444
24,1,6,1,714,3.444444444
24,0,4,1,691,3.444444444
24,1,6,1,1074,3.444444444
24,1,4,1,1994,3.444444444
24,0,0,1,497,3.444444444
24,1,2,1,504,3.444444444
24,1,0,0,650,3.444444444
24,0,2,1,994,3.444444444
24,1,4,1,802,3.444444444
24,0,2,1,746,3.444444444
24,0,0,0,969,3.444444444
24,0,4,1,649,3.444444444
24,0,6,1,666,3.444444444
24,1,2,1,986,3.444444444
24,1,0,1,1210,3.444444444
24,0,6,1,1146,3.444444444
24,1,2,1,802,3.444444444
24,1,6,1,1578,3.444444444
24,1,6,1,1490,3.444444444
24,0,0,1,713,3.444444444
24,0,6,1,593,3.444444444
24,1,4,1,635,3.444444444
24,0,6,1,577,3.444444444
24,0,2,1,610,3.444444444
24,0,0,1,618,3.444444444
24,1,2,1,634,3.444444444
24,0,4,1,617,3.444444444
24,0,2,1,657,3.444444444
24,1,0,1,571,3.444444444
24,1,0,1,930,3.444444444
24,1,4,1,778,3.444444444
24,0,4,1,913,3.444444444
24,0,4,1,929,3.444444444
24,1,2,1,674,3.444444444
24,0,0,1,466,3.444444444
24,0,2,1,490,3.444444444
24,1,4,1,586,3.444444444
24,1,2,1,722,3.444444444
24,1,0,0,1996,3.444444444
24,0,0,0,737,3.444444444
24,0,6,1,928,3.444444444
24,0,6,1,570,3.444444444
24,1,4,1,498,3.444444444
24,1,6,1,1162,3.444444444
24,1,6,0,690,3.444444444
24,1,0,1,529,3.444444444
24,0,4,0,1555,3.444444444
24,0,2,1,714,3.444444444
24,1,4,1,1177,3.444444444
24,1,0,1,609,3.444444444
24,0,0,1,787,3.444444444
24,0,4,1,562,3.444444444
24,0,6,1,907,3.444444444
24,1,2,1,506,3.444444444
24,0,2,1,514,3.444444444
24,1,6,1,489,3.444444444
25,1,4,1,1203,2.333333333
25,1,0,1,1458,2.333333333
25,0,0,1,1201,2.333333333
25,1,6,1,1305,2.333333333
25,0,2,1,1106,2.333333333
25,0,6,0,1306,2.333333333
25,0,0,1,1033,2.333333333
25,0,4,1,1193,2.333333333
25,1,2,1,1298,2.333333333
25,1,6,1,1754,2.333333333
25,0,6,1,1617,2.333333333
25,0,2,1,1723,2.333333333
25,1,0,1,1858,2.333333333
25,0,4,1,1433,2.333333333
25,1,2,1,1322,2.333333333
25,1,4,0,1996,2.333333333
25,0,0,0,1996,2.333333333
25,1,4,1,1562,2.333333333
25,1,6,1,1001,2.333333333
25,1,0,1,1235,2.333333333
25,0,6,1,1042,2.333333333
25,0,0,1,1298,2.333333333
25,0,4,0,1457,2.333333333
25,1,4,1,1193,2.333333333
25,0,6,1,978,2.333333333
25,1,6,1,962,2.333333333
25,0,4,1,1402,2.333333333
25,1,0,1,1129,2.333333333
25,1,2,0,1996,2.333333333
25,1,2,1,810,2.333333333
25,0,2,1,1010,2.333333333
25,0,2,0,881,2.333333333
25,1,2,1,1609,2.333333333
25,1,6,1,1083,2.333333333
25,1,0,0,658,2.333333333
25,1,4,1,906,2.333333333
25,0,6,1,1017,2.333333333
25,0,0,1,1001,2.333333333
25,0,2,1,1210,2.333333333
25,0,4,1,1194,2.333333333
25,1,2,1,938,2.333333333
25,0,0,1,1121,2.333333333
25,1,0,1,1275,2.333333333
25,1,4,1,1889,2.333333333
25,0,6,1,1226,2.333333333
25,0,2,0,1996,2.333333333
25,1,6,1,1282,2.333333333
25,0,4,1,1434,2.333333333
25,0,4,1,1026,2.333333333
25,1,2,1,1490,2.333333333
25,0,2,1,1699,2.333333333
25,0,6,0,1426,2.333333333
25,1,6,1,1163,2.333333333
25,0,0,1,962,2.333333333
25,1,6,1,1401,2.333333333
25,0,6,1,1426,2.333333333
25,0,4,0,929,2.333333333
25,1,0,1,1610,2.333333333
25,0,2,1,1017,2.333333333
25,1,4,1,1394,2.333333333
25,0,0,1,962,2.333333333
25,1,2,1,1498,2.333333333
25,1,0,0,1713,2.333333333
25,1,4,0,1996,2.333333333
25,1,2,1,1322,2.333333333
25,0,0,1,986,2.333333333
25,0,4,1,1282,2.333333333
25,1,0,1,1057,2.333333333
25,1,4,1,1209,2.333333333
25,1,0,1,930,2.333333333
25,1,6,1,1426,2.333333333
25,1,2,1,1225,2.333333333
25,1,4,1,1602,2.333333333
25,0,6,1,1058,2.333333333
25,0,4,1,1610,2.333333333
25,0,2,1,1050,2.333333333
25,0,2,1,1137,2.333333333
25,1,6,1,1154,2.333333333
25,0,6,1,1802,2.333333333
25,0,0,1,842,2.333333333
25,1,2,1,1738,2.333333333
25,1,2,1,1202,2.333333333
25,1,0,1,954,2.333333333
25,1,6,1,1034,2.333333333
25,0,0,1,882,2.333333333
25,0,6,1,1266,2.333333333
25,0,6,1,1065,2.333333333
25,0,2,1,1202,2.333333333
25,0,4,1,1018,2.333333333
25,1,0,1,1066,2.333333333
25,1,4,1,1089,2.333333333
25,0,4,1,1082,2.333333333
25,0,2,1,1554,2.333333333
25,1,4,1,987,2.333333333
25,0,0,1,1273,2.333333333
25,1,6,1,1338,2.333333333
25,0,2,1,1233,2.333333333
25,1,2,1,1346,2.333333333
25,0,0,1,906,2.333333333
25,0,4,1,1226,2.333333333
25,1,4,1,1201,2.333333333
25,1,0,1,1090,2.333333333
25,0,6,1,1002,2.333333333
25,1,4,1,1490,2.333333333
25,0,6,0,1074,2.333333333
25,0,0,1,993,2.333333333
25,0,4,1,1498,2.333333333
25,1,0,1,1266,2.333333333
25,1,6,0,1996,2.333333333
25,1,2,1,1297,2.333333333
25,0,2,1,1106,2.333333333
25,1,6,1,1242,2.333333333
25,0,4,1,1177,2.333333333
25,1,6,1,1121,2.333333333
25,1,2,1,1290,2.333333333
25,1,4,1,962,2.333333333
25,1,2,1,1258,2.333333333
25,1,0,1,1019,2.333333333
25,0,4,1,1465,2.333333333
25,0,0,1,1314,2.333333333
25,0,0,1,1394,2.333333333
25,0,6,1,1482,2.333333333
25,1,0,1,978,2.333333333
25,0,2,1,1433,2.333333333
25,1,6,1,1674,2.333333333
25,1,4,1,1770,2.333333333
25,0,2,1,1138,2.333333333
25,0,6,0,1996,2.333333333
25,1,0,1,1570,2.333333333
25,0,2,1,1234,2.333333333
25,0,6,1,995,2.333333333
25,1,6,1,1241,2.333333333
25,1,6,1,1786,2.333333333
25,1,4,1,954,2.333333333
25,1,4,0,1665,2.333333333
25,0,0,1,1282,2.333333333
25,0,0,1,1128,2.333333333
25,0,6,1,994,2.333333333
25,1,0,1,906,2.333333333
25,0,4,1,1210,2.333333333
25,0,4,1,1579,2.333333333
25,0,2,1,937,2.333333333
25,1,2,1,730,2.333333333
25,1,2,1,1434,2.333333333
25,0,2,1,954,2.333333333
25,0,6,1,1323,2.333333333
25,1,0,1,1641,2.333333333
25,0,4,1,1729,2.333333333
25,1,4,1,1242,2.333333333
25,1,2,1,1034,2.333333333
25,1,0,1,987,2.333333333
25,0,0,0,1761,2.333333333
25,0,6,1,984,2.333333333
25,1,4,1,1962,2.333333333
25,1,2,0,914,2.333333333
25,1,6,0,1281,2.333333333
25,1,6,1,1297,2.333333333
25,0,4,1,1058,2.333333333
25,0,0,1,1307,2.333333333
25,0,2,0,1996,2.333333333
25,1,6,0,1996,2.333333333
25,1,2,0,1394,2.333333333
25,1,2,0,1571,2.333333333
25,1,4,1,1233,2.333333333
25,1,0,1,1465,2.333333333
25,0,6,1,906,2.333333333
25,1,6,1,1221,2.333333333
25,0,0,1,1241,2.333333333
25,0,6,1,929,2.333333333
25,0,2,0,946,2.333333333
25,0,4,1,1658,2.333333333
25,0,4,0,1026,2.333333333
25,1,4,1,1097,2.333333333
25,1,0,1,1466,2.333333333
25,0,0,1,1610,2.333333333
25,0,2,1,1771,2.333333333
25,1,6,0,1996,2.333333333
25,0,0,1,1001,2.333333333
25,1,4,1,1602,2.333333333
25,0,2,1,778,2.333333333
25,0,6,1,891,2.333333333
25,0,4,1,1777,2.333333333
25,0,2,1,769,2.333333333
25,1,0,1,730,2.333333333
25,1,4,0,1154,2.333333333
25,0,4,0,1419,2.333333333
25,0,0,1,786,2.333333333
25,1,0,1,752,2.333333333
25,1,2,0,762,2.333333333
25,1,6,1,1130,2.333333333
25,1,2,1,921,2.333333333
25,0,6,1,1066,2.333333333
25,0,6,0,1996,2.333333333
25,0,0,0,1996,2.333333333
25,1,4,0,1996,2.333333333
25,1,6,1,1522,2.333333333
25,0,2,0,834,2.333333333
25,1,2,0,1162,2.333333333
25,1,0,1,969,2.333333333
25,0,4,1,1025,2.333333333
26,1,4,1,562,3
26,1,2,1,546,3
26,0,0,1,801,3
26,0,2,1,881,3
26,0,2,1,754,3
26,0,4,1,930,3
26,0,6,1,1633,3
26,1,6,1,914,3
26,0,4,1,1066,3
26,1,0,1,786,3
26,1,6,1,793,3
26,1,0,1,762,3
26,1,4,1,658,3
26,0,6,1,834,3
26,0,0,1,801,3
26,1,2,1,593,3
26,1,4,1,618,3
26,1,2,1,706,3
26,0,6,1,898,3
26,0,0,1,1233,3
26,1,0,1,410,3
26,1,4,1,626,3
26,0,2,1,860,3
26,0,2,1,905,3
26,1,0,1,554,3
26,1,6,1,706,3
26,0,0,1,706,3
26,0,4,0,690,3
26,1,6,0,650,3
26,0,6,1,1114,3
26,0,4,1,882,3
26,1,2,1,921,3
26,0,4,1,858,3
26,0,4,0,1442,3
26,1,4,0,769,3
26,1,6,0,1090,3
26,0,0,1,1152,3
26,0,2,0,1154,3
26,1,0,1,898,3
26,1,2,1,682,3
26,0,6,0,850,3
26,0,2,1,658,3
26,1,0,1,682,3
26,0,0,1,1290,3
26,0,6,1,937,3
26,1,2,1,618,3
26,1,6,1,850,3
26,1,4,1,633,3
26,1,0,1,906,3
26,0,0,1,1074,3
26,0,6,0,762,3
26,0,2,1,794,3
26,0,6,0,1073,3
26,1,2,1,738,3
26,1,4,1,426,3
26,0,4,1,1138,3
26,0,2,1,1002,3
26,1,4,1,730,3
26,1,6,1,874,3
26,0,0,1,1066,3
26,0,4,1,994,3
26,1,6,1,785,3
26,1,0,1,698,3
26,1,2,0,746,3
26,0,2,1,1266,3
26,0,4,1,1299,3
26,1,0,1,474,3
26,1,6,1,786,3
26,1,2,1,810,3
26,0,4,1,1306,3
26,1,2,1,498,3
26,1,6,1,763,3
26,0,6,1,1410,3
26,0,0,1,906,3
26,0,0,1,850,3
26,1,4,1,833,3
26,0,6,1,842,3
26,0,2,1,826,3
26,1,4,1,556,3
26,1,0,1,528,3
26,0,6,1,849,3
26,1,2,1,482,3
26,0,2,1,706,3
26,1,6,0,755,3
26,1,2,0,817,3
26,0,4,1,802,3
26,0,6,1,986,3
26,1,4,1,1226,3
26,1,0,1,497,3
26,0,4,0,635,3
26,1,0,1,762,3
26,0,0,0,722,3
26,1,4,1,818,3
26,0,2,1,1121,3
26,0,0,1,682,3
26,1,6,1,938,3
26,0,2,1,1257,3
26,1,0,1,490,3
26,1,0,1,594,3
26,1,2,1,730,3
26,0,0,1,730,3
26,1,2,1,601,3
26,0,0,1,801,3
26,0,6,1,810,3
26,0,2,1,882,3
26,1,6,1,867,3
26,0,4,1,977,3
26,1,4,1,1914,3
26,0,4,1,825,3
26,0,6,1,1250,3
26,1,4,1,825,3
26,1,6,0,1193,3
26,0,4,1,1475,3
26,1,0,1,881,3
26,1,0,1,1794,3
26,1,4,1,858,3
26,0,0,1,754,3
26,0,4,1,1193,3
26,1,6,1,513,3
26,0,6,1,938,3
26,0,0,1,722,3
26,0,2,1,1571,3
26,1,4,1,841,3
26,0,6,1,1458,3
26,0,2,1,786,3
26,1,6,1,747,3
26,1,2,1,969,3
26,1,2,1,1466,3
26,0,2,1,762,3
26,0,6,1,1418,3
26,0,2,1,1475,3
26,0,6,1,1217,3
26,1,2,1,657,3
26,1,0,1,794,3
26,0,4,1,1602,3
26,0,0,1,1394,3
26,1,4,1,681,3
26,1,4,1,778,3
26,1,0,1,619,3
26,1,6,1,995,3
26,0,4,0,649,3
26,1,6,1,633,3
26,0,0,1,834,3
26,1,2,1,1361,3
26,1,6,1,922,3
26,1,4,1,890,3
26,0,4,1,1075,3
26,0,6,1,873,3
26,1,6,1,609,3
26,0,2,1,1986,3
26,1,0,1,675,3
26,0,0,0,1361,3
26,0,2,1,945,3
26,1,2,1,1074,3
26,0,0,1,866,3
26,1,2,1,794,3
26,0,6,1,889,3
26,1,0,1,1754,3
26,1,4,1,1596,3
26,0,4,1,1106,3
26,0,0,1,834,3
26,1,2,1,755,3
26,1,4,0,1996,3
26,0,0,1,1017,3
26,0,4,1,1266,3
26,1,6,1,1913,3
26,0,2,1,922,3
26,0,6,1,1617,3
26,1,6,1,666,3
26,1,0,1,730,3
26,1,2,0,746,3
26,1,0,1,904,3
26,0,4,0,824,3
26,0,6,0,1201,3
26,1,4,1,851,3
26,0,2,1,800,3
26,1,6,1,763,3
26,1,6,1,1401,3
26,0,6,1,817,3
26,0,0,1,970,3
26,1,4,1,994,3
26,0,0,1,666,3
26,0,2,1,1250,3
26,1,4,1,874,3
26,0,4,0,1996,3
26,1,0,1,1585,3
26,0,2,1,1163,3
26,1,0,1,1194,3
26,1,2,1,849,3
26,0,6,1,1530,3
26,1,2,1,930,3
26,0,4,1,1145,3
26,0,6,0,1332,3
26,1,0,1,889,3
26,0,0,1,714,3
26,0,4,1,1299,3
26,1,2,1,698,3
26,1,6,1,977,3
26,0,2,1,1073,3
26,1,4,1,803,3
27,0,2,1,1241,2.111111111
27,1,4,1,993,2.111111111
27,0,2,1,1234,2.111111111
27,1,6,1,1147,2.111111111
27,0,0,1,1139,2.111111111
27,1,2,1,876,2.111111111
27,1,0,1,1354,2.111111111
27,0,6,0,1394,2.111111111
27,1,2,1,1049,2.111111111
27,0,6,0,922,2.111111111
27,1,0,1,914,2.111111111
27,1,6,1,817,2.111111111
27,0,0,0,1178,2.111111111
27,0,4,1,1059,2.111111111
27,1,4,1,1090,2.111111111
27,0,4,1,1073,2.111111111
27,0,0,0,1441,2.111111111
27,0,4,1,1378,2.111111111
27,0,6,1,1099,2.111111111
27,1,0,0,1996,2.111111111
27,1,4,1,1065,2.111111111
27,1,6,1,1042,2.111111111
27,1,2,1,1010,2.111111111
27,0,2,1,1057,2.111111111
27,1,4,1,938,2.111111111
27,0,0,1,1050,2.111111111
27,0,2,0,1418,2.111111111
27,0,4,1,985,2.111111111
27,1,2,1,914,2.111111111
27,0,6,1,979,2.111111111
27,1,6,1,1026,2.111111111
27,1,0,1,833,2.111111111
27,1,0,1,866,2.111111111
27,1,2,1,849,2.111111111
27,0,6,1,1315,2.111111111
27,1,6,1,739,2.111111111
27,1,4,1,954,2.111111111
27,1,6,1,1513,2.111111111
27,1,0,0,1058,2.111111111
27,0,4,1,1187,2.111111111
27,1,2,1,1018,2.111111111
27,0,0,1,945,2.111111111
27,0,0,1,1170,2.111111111
27,0,6,1,906,2.111111111
27,0,4,1,1258,2.111111111
27,0,2,1,729,2.111111111
27,0,2,1,1194,2.111111111
27,1,4,1,899,2.111111111
27,0,0,1,1260,2.111111111
27,0,2,1,731,2.111111111
27,1,6,1,754,2.111111111
27,1,2,1,841,2.111111111
27,0,6,0,778,2.111111111
27,1,4,1,914,2.111111111
27,1,2,1,810,2.111111111
27,0,6,1,1258,2.111111111
27,1,6,1,914,2.111111111
27,1,4,1,1554,2.111111111
27,0,0,1,1330,2.111111111
27,0,4,1,1137,2.111111111
27,0,2,1,1162,2.111111111
27,1,0,1,1138,2.111111111
27,1,0,1,827,2.111111111
27,0,4,0,1467,2.111111111
27,1,2,1,1418,2.111111111
27,0,2,1,1289,2.111111111
27,0,4,1,1163,2.111111111
27,1,0,1,858,2.111111111
27,0,4,1,1467,2.111111111
27,0,2,1,1321,2.111111111
27,0,0,1,794,2.111111111
27,1,0,1,778,2.111111111
27,0,0,1,1193,2.111111111
27,1,6,1,705,2.111111111
27,0,6,1,707,2.111111111
27,1,4,1,594,2.111111111
27,1,6,1,610,2.111111111
27,1,2,1,754,2.111111111
27,1,4,1,721,2.111111111
27,0,6,0,738,2.111111111
27,0,0,0,633,2.111111111
27,1,2,1,532,2.111111111
27,1,6,1,747,2.111111111
27,1,2,1,706,2.111111111
27,0,6,1,898,2.111111111
27,1,0,1,665,2.111111111
27,0,4,1,1203,2.111111111
27,1,4,1,1418,2.111111111
27,0,6,1,962,2.111111111
27,0,0,1,865,2.111111111
27,0,2,1,1386,2.111111111
27,1,0,1,1130,2.111111111
27,0,4,1,858,2.111111111
27,1,6,1,1201,2.111111111
27,0,2,1,867,2.111111111
27,1,4,1,1154,2.111111111
27,0,2,1,978,2.111111111
27,0,6,1,706,2.111111111
27,1,0,1,522,2.111111111
27,0,4,1,697,2.111111111
27,0,6,1,724,2.111111111
27,0,0,1,531,2.111111111
27,1,2,1,490,2.111111111
27,1,0,1,705,2.111111111
27,1,4,1,874,2.111111111
27,1,4,1,817,2.111111111
27,0,2,1,746,2.111111111
27,0,0,1,1010,2.111111111
27,0,4,1,1274,2.111111111
27,1,2,1,1050,2.111111111
27,1,6,1,769,2.111111111
27,1,6,1,563,2.111111111
27,0,4,1,729,2.111111111
27,1,2,1,522,2.111111111
27,1,4,1,1211,2.111111111
27,1,6,1,874,2.111111111
27,1,6,1,826,2.111111111
27,1,0,1,649,2.111111111
27,0,6,1,834,2.111111111
27,0,2,1,1162,2.111111111
27,0,6,1,954,2.111111111
27,1,2,1,594,2.111111111
27,0,0,1,809,2.111111111
27,1,4,1,730,2.111111111
27,0,0,1,778,2.111111111
27,0,2,1,978,2.111111111
27,0,4,1,410,2.111111111
27,1,0,1,601,2.111111111
27,0,4,1,938,2.111111111
27,0,2,1,658,2.111111111
27,1,0,1,530,2.111111111
27,1,6,1,890,2.111111111
27,0,6,1,690,2.111111111
27,1,0,1,578,2.111111111
27,0,2,1,546,2.111111111
27,1,4,1,585,2.111111111
27,0,0,1,619,2.111111111
27,1,4,1,579,2.111111111
27,1,2,1,522,2.111111111
27,1,2,1,650,2.111111111
27,0,0,1,817,2.111111111
27,1,6,1,602,2.111111111
27,0,4,1,1089,2.111111111
27,0,6,1,1083,2.111111111
27,1,6,1,802,2.111111111
27,1,0,1,841,2.111111111
27,0,6,1,634,2.111111111
27,0,2,1,650,2.111111111
27,1,0,1,689,2.111111111
27,1,6,1,857,2.111111111
27,1,4,1,514,2.111111111
27,0,0,1,336,2.111111111
27,0,6,1,874,2.111111111
27,0,4,0,1714,2.111111111
27,0,2,1,881,2.111111111
27,0,0,1,1298,2.111111111
27,1,2,1,722,2.111111111
27,1,2,1,690,2.111111111
27,0,4,1,1210,2.111111111
27,1,4,1,595,2.111111111
27,1,6,1,834,2.111111111
27,0,0,1,1370,2.111111111
27,0,2,1,841,2.111111111
27,1,4,1,698,2.111111111
27,1,2,1,546,2.111111111
27,0,4,1,915,2.111111111
27,1,6,1,1010,2.111111111
27,1,2,1,1122,2.111111111
27,0,0,1,834,2.111111111
27,0,2,1,1130,2.111111111
27,1,0,1,1202,2.111111111
27,0,6,1,1257,2.111111111
27,1,0,1,889,2.111111111
27,1,4,1,1250,2.111111111
27,0,4,1,1172,2.111111111
27,0,6,1,970,2.111111111
27,0,6,1,538,2.111111111
27,1,4,1,395,2.111111111
27,0,0,1,674,2.111111111
27,1,2,1,594,2.111111111
27,1,0,1,665,2.111111111
27,0,6,1,385,2.111111111
27,0,4,1,570,2.111111111
27,0,4,1,554,2.111111111
27,1,6,1,570,2.111111111
27,1,2,1,506,2.111111111
27,0,0,1,986,2.111111111
27,1,4,1,770,2.111111111
27,1,6,0,1329,2.111111111
27,0,2,1,769,2.111111111
27,0,2,1,426,2.111111111
27,1,0,1,1210,2.111111111
27,1,6,1,650,2.111111111
27,1,2,1,729,2.111111111
27,0,4,1,746,2.111111111
27,1,4,1,786,2.111111111
27,1,0,1,914,2.111111111
27,0,2,1,514,2.111111111
27,0,0,1,859,2.111111111
27,0,6,1,881,2.111111111
28,0,2,1,1138,2.888888889
28,0,4,1,778,2.888888889
28,1,6,1,825,2.888888889
28,1,4,1,746,2.888888889
28,0,0,1,850,2.888888889
28,1,0,1,841,2.888888889
28,1,0,1,809,2.888888889
28,0,2,1,793,2.888888889
28,1,2,1,643,2.888888889
28,1,4,1,714,2.888888889
28,1,6,1,674,2.888888889
28,0,6,1,754,2.888888889
28,0,0,1,865,2.888888889
28,0,4,0,971,2.888888889
28,0,6,1,1346,2.888888889
28,1,2,1,786,2.888888889
28,0,2,1,1506,2.888888889
28,0,4,1,881,2.888888889
28,0,6,1,947,2.888888889
28,0,6,1,746,2.888888889
28,0,0,1,682,2.888888889
28,0,4,1,723,2.888888889
28,1,2,1,673,2.888888889
28,1,4,1,617,2.888888889
28,1,6,1,979,2.888888889
28,0,2,1,890,2.888888889
28,1,6,1,1194,2.888888889
28,0,0,1,937,2.888888889
28,1,2,1,827,2.888888889
28,1,0,1,1539,2.888888889
28,1,4,1,1018,2.888888889
28,1,0,1,945,2.888888889
28,0,2,0,1082,2.888888889
28,1,4,1,793,2.888888889
