Subject,Session,Trial,Accuracy,Target,Distractor,Pair,Distance,JointRank
2,15,27,1,3,8,20,5,11
2,15,28,1,3,6,18,3,9
2,15,29,1,1,2,1,1,3
2,15,30,1,3,9,21,6,12
2,15,31,1,6,7,31,1,13
2,15,32,1,1,7,6,6,8
2,15,33,0,5,8,29,3,13
2,15,34,0,4,9,26,5,13
2,15,35,1,1,8,7,7,9
2,15,36,1,2,7,13,5,9
2,15,37,0,5,7,28,2,12
2,15,38,1,1,9,8,8,10
2,15,39,1,1,7,6,6,8
2,15,40,1,1,8,7,7,9
2,15,41,1,6,9,33,3,15
2,15,42,0,3,6,18,3,9
2,15,43,0,8,9,36,1,17
2,15,44,1,3,8,20,5,11
2,15,45,1,1,5,4,4,6
2,15,46,1,4,9,26,5,13
2,15,47,1,3,7,19,4,10
2,15,48,1,4,8,25,4,12
2,15,49,1,3,4,16,1,7
2,15,50,1,4,6,23,2,10
2,15,51,1,4,5,22,1,9
2,15,52,0,2,4,10,2,6
2,15,53,1,3,5,17,2,8
2,15,54,1,4,7,24,3,11
2,15,55,1,1,4,3,3,5
2,15,56,1,2,5,11,3,7
2,15,57,1,6,7,31,1,13
2,15,58,0,5,6,27,1,11
2,15,59,1,1,6,5,5,7
2,15,60,0,7,9,35,2,16
2,15,61,0,2,3,9,1,5
2,15,62,1,5,8,29,3,13
2,15,63,1,2,9,15,7,11
2,15,64,1,3,9,21,6,12
2,15,65,0,7,8,34,1,15
2,15,66,1,5,9,30,4,14
2,15,67,1,2,8,14,6,10
2,15,68,0,6,8,32,2,14
2,15,69,1,1,2,1,1,3
2,15,70,1,2,7,13,5,9
2,15,71,1,1,3,2,2,4
2,15,72,1,2,6,12,4,8
2,15,73,1,1,3,2,2,4
2,15,74,1,4,7,24,3,11
2,15,75,1,7,8,34,1,15
2,15,76,1,1,9,8,8,10
2,15,77,1,1,2,1,1,3
2,15,78,1,3,6,18,3,9
2,15,79,1,2,8,14,6,10
2,15,80,1,2,6,12,4,8
2,15,81,1,3,9,21,6,12
2,15,82,1,1,8,7,7,9
2,15,83,1,4,8,25,4,12
2,15,84,1,3,8,20,5,11
2,15,85,1,8,9,36,1,17
2,15,86,0,5,8,29,3,13
2,15,87,1,6,7,31,1,13
2,15,88,1,4,5,22,1,9
2,15,89,0,3,4,16,1,7
2,15,90,1,4,6,23,2,10
2,15,91,1,1,7,6,6,8
2,15,92,1,4,9,26,5,13
2,15,93,1,1,6,5,5,7
2,15,94,1,6,9,33,3,15
2,15,95,1,5,9,30,4,14
2,15,96,1,5,6,27,1,11
2,15,97,1,7,9,35,2,16
2,15,98,1,5,7,28,2,12
2,15,99,1,3,7,19,4,10
2,15,100,1,3,5,17,2,8
2,15,101,1,2,9,15,7,11
2,15,102,1,6,8,32,2,14
2,15,103,1,2,5,11,3,7
2,15,104,1,2,3,9,1,5
2,15,105,1,2,7,13,5,9
2,15,106,1,1,4,3,3,5
2,15,107,1,1,5,4,4,6
2,15,108,0,2,4,10,2,6
2,15,109,1,5,6,27,1,11
2,15,110,1,1,6,5,5,7
2,15,111,1,1,4,3,3,5
2,15,112,1,4,9,26,5,13
2,15,113,1,4,5,22,1,9
2,15,114,1,1,5,4,4,6
2,15,115,1,3,4,16,1,7
2,15,116,1,8,9,36,1,17
2,15,117,1,4,7,24,3,11
2,15,118,1,2,6,12,4,8
2,15,119,1,1,2,1,1,3
2,15,120,1,2,9,15,7,11
2,15,121,1,7,9,35,2,16
2,15,122,1,5,7,28,2,12
2,15,123,0,2,5,11,3,7
2,15,124,1,3,6,18,3,9
2,15,125,0,6,7,31,1,13
2,15,126,0,2,3,9,1,5
2,15,127,0,2,4,10,2,6
2,15,128,1,7,8,34,1,15
2,15,129,1,6,8,32,2,14
2,15,130,1,1,9,8,8,10
2,15,131,0,4,6,23,2,10
2,15,132,1,3,9,21,6,12
2,15,133,1,1,8,7,7,9
2,15,134,1,5,9,30,4,14
2,15,135,1,2,8,14,6,10
2,15,136,1,5,8,29,3,13
2,15,137,1,1,3,2,2,4
2,15,138,1,4,8,25,4,12
2,15,139,1,3,5,17,2,8
2,15,140,1,6,9,33,3,15
2,15,141,1,1,7,6,6,8
2,15,142,1,3,7,19,4,10
2,15,143,1,2,7,13,5,9
2,15,144,1,3,8,20,5,11
2,16,1,0,5,9,30,4,14
2,16,2,1,7,9,35,2,16
2,16,3,0,4,6,23,2,10
2,16,4,0,1,4,3,3,5
2,16,5,1,7,8,34,1,15
2,16,6,1,8,9,36,1,17
2,16,7,1,3,5,17,2,8
2,16,8,0,5,7,28,2,12
2,16,9,0,4,7,24,3,11
2,16,10,0,1,9,8,8,10
2,16,11,1,2,5,11,3,7
2,16,12,1,5,6,27,1,11
2,16,13,1,2,3,9,1,5
2,16,14,0,3,6,18,3,9
2,16,15,0,1,7,6,6,8
2,16,16,0,6,8,32,2,14
2,16,17,1,5,8,29,3,13
2,16,18,1,2,4,10,2,6
2,16,19,1,6,9,33,3,15
2,16,20,0,1,2,1,1,3
2,16,21,1,3,4,16,1,7
2,16,22,1,1,8,7,7,9
2,16,23,0,2,6,12,4,8
2,16,24,1,3,9,21,6,12
2,16,25,1,2,9,15,7,11
2,16,26,1,2,8,14,6,10
2,16,27,1,1,6,5,5,7
2,16,28,1,2,7,13,5,9
2,16,29,1,3,7,19,4,10
2,16,30,0,4,8,25,4,12
2,16,31,0,1,3,2,2,4
2,16,32,0,4,5,22,1,9
2,16,33,0,4,9,26,5,13
2,16,34,1,6,7,31,1,13
2,16,35,1,3,8,20,5,11
2,16,36,1,1,5,4,4,6
2,16,37,1,2,9,15,7,11
2,16,38,1,8,9,36,1,17
2,16,39,1,2,7,13,5,9
2,16,40,0,1,2,1,1,3
2,16,41,0,5,8,29,3,13
2,16,42,0,2,3,9,1,5
2,16,43,1,4,9,26,5,13
2,16,44,0,5,6,27,1,11
2,16,45,1,2,8,14,6,10
2,16,46,0,3,6,18,3,9
2,16,47,1,2,6,12,4,8
2,16,48,0,6,7,31,1,13
2,16,49,0,7,9,35,2,16
2,16,50,0,3,5,17,2,8
2,16,51,0,6,8,32,2,14
2,16,52,0,3,4,16,1,7
2,16,53,1,1,6,5,5,7
2,16,54,0,4,5,22,1,9
2,16,55,0,4,7,24,3,11
2,16,56,1,1,9,8,8,10
2,16,57,0,4,8,25,4,12
2,16,58,1,1,7,6,6,8
2,16,59,1,3,7,19,4,10
2,16,60,1,3,9,21,6,12
2,16,61,1,6,9,33,3,15
2,16,62,0,7,8,34,1,15
2,16,63,1,1,8,7,7,9
2,16,64,1,1,5,4,4,6
2,16,65,1,2,4,10,2,6
2,16,66,1,1,3,2,2,4
2,16,67,1,5,7,28,2,12
2,16,68,1,3,8,20,5,11
2,16,69,0,4,6,23,2,10
2,16,70,1,5,9,30,4,14
2,16,71,1,1,4,3,3,5
2,16,72,1,2,5,11,3,7
2,16,73,1,3,8,20,5,11
2,16,74,1,6,8,32,2,14
2,16,75,1,3,6,18,3,9
2,16,76,1,5,8,29,3,13
2,16,77,0,4,6,23,2,10
2,16,78,1,8,9,36,1,17
2,16,79,1,1,8,7,7,9
2,16,80,1,5,7,28,2,12
2,16,81,0,4,9,26,5,13
2,16,82,1,1,9,8,8,10
2,16,83,1,2,5,11,3,7
2,16,84,1,2,9,15,7,11
2,16,85,1,5,9,30,4,14
2,16,86,1,3,9,21,6,12
2,16,87,1,1,5,4,4,6
2,16,88,1,2,6,12,4,8
2,16,89,1,6,7,31,1,13
2,16,90,1,2,4,10,2,6
2,16,91,1,4,7,24,3,11
2,16,92,1,3,7,19,4,10
2,16,93,1,3,4,16,1,7
2,16,94,1,1,4,3,3,5
2,16,95,1,2,8,14,6,10
2,16,96,1,1,6,5,5,7
2,16,97,1,5,6,27,1,11
2,16,98,1,3,5,17,2,8
2,16,99,0,4,8,25,4,12
2,16,100,1,1,2,1,1,3
2,16,101,0,7,9,35,2,16
2,16,102,0,4,5,22,1,9
2,16,103,0,7,8,34,1,15
2,16,104,1,6,9,33,3,15
2,16,105,1,2,7,13,5,9
2,16,106,0,2,3,9,1,5
2,16,107,1,1,7,6,6,8
2,16,108,1,1,3,2,2,4
2,16,109,1,6,9,33,3,15
2,16,110,0,4,6,23,2,10
2,16,111,1,1,6,5,5,7
2,16,112,0,4,7,24,3,11
2,16,113,1,5,7,28,2,12
2,16,114,1,2,3,9,1,5
2,16,115,1,7,8,34,1,15
2,16,116,1,1,9,8,8,10
2,16,117,1,3,9,21,6,12
2,16,118,1,6,8,32,2,14
2,16,119,1,4,9,26,5,13
2,16,120,0,5,6,27,1,11
2,16,121,1,5,8,29,3,13
2,16,122,0,2,4,10,2,6
2,16,123,1,3,7,19,4,10
2,16,124,1,3,5,17,2,8
2,16,125,1,7,9,35,2,16
2,16,126,0,6,7,31,1,13
2,16,127,1,2,8,14,6,10
2,16,128,1,2,6,12,4,8
2,16,129,1,3,8,20,5,11
2,16,130,0,4,5,22,1,9
2,16,131,1,8,9,36,1,17
2,16,132,1,1,4,3,3,5
2,16,133,1,5,9,30,4,14
2,16,134,1,1,8,7,7,9
2,16,135,1,3,4,16,1,7
2,16,136,0,4,8,25,4,12
2,16,137,1,1,7,6,6,8
2,16,138,0,2,5,11,3,7
2,16,139,1,3,6,18,3,9
2,16,140,1,1,5,4,4,6
2,16,141,1,1,2,1,1,3
2,16,142,1,1,3,2,2,4
2,16,143,1,2,7,13,5,9
2,16,144,1,2,9,15,7,11
2,17,1,0,3,6,18,3,9
2,17,2,0,8,9,36,1,17
2,17,3,1,5,8,29,3,13
2,17,4,0,1,8,7,7,9
2,17,5,1,4,6,23,2,10
2,17,6,0,1,9,8,8,10
2,17,7,0,2,6,12,4,8
2,17,8,0,3,7,19,4,10
2,17,9,1,1,6,5,5,7
2,17,10,1,3,9,21,6,12
2,17,11,1,3,8,20,5,11
2,17,12,1,1,5,4,4,6
2,17,13,0,7,8,34,1,15
2,17,14,1,7,9,35,2,16
2,17,15,1,5,6,27,1,11
2,17,16,0,2,7,13,5,9
2,17,17,0,6,8,32,2,14
2,17,18,1,1,2,1,1,3
2,17,19,0,2,4,10,2,6
2,17,20,0,6,7,31,1,13
2,17,21,0,6,9,33,3,15
2,17,22,1,1,3,2,2,4
2,17,23,0,4,7,24,3,11
2,17,24,1,3,4,16,1,7
2,17,25,0,4,5,22,1,9
2,17,26,1,4,8,25,4,12
2,17,27,1,3,5,17,2,8
2,17,28,1,5,7,28,2,12
2,17,29,1,2,8,14,6,10
2,17,30,1,1,4,3,3,5
2,17,31,1,1,7,6,6,8
2,17,32,1,2,9,15,7,11
2,17,33,0,2,5,11,3,7
2,17,34,1,4,9,26,5,13
2,17,35,1,5,9,30,4,14
2,17,36,1,2,3,9,1,5
2,17,37,1,1,9,8,8,10
2,17,38,0,8,9,36,1,17
2,17,39,1,3,6,18,3,9
2,17,40,1,1,8,7,7,9
2,17,41,1,4,9,26,5,13
2,17,42,1,1,4,3,3,5
2,17,43,1,4,5,22,1,9
2,17,44,1,3,9,21,6,12
2,17,45,1,2,5,11,3,7
2,17,46,1,2,3,9,1,5
2,17,47,1,2,9,15,7,11
2,17,48,1,7,8,34,1,15
2,17,49,1,7,9,35,2,16
2,17,50,1,5,9,30,4,14
2,17,51,1,3,7,19,4,10
2,17,52,1,5,6,27,1,11
2,17,53,0,6,9,33,3,15
2,17,54,0,6,7,31,1,13
2,17,55,1,5,8,29,3,13
2,17,56,1,6,8,32,2,14
2,17,57,1,1,2,1,1,3
2,17,58,1,1,7,6,6,8
2,17,59,1,1,3,2,2,4
2,17,60,1,5,7,28,2,12
2,17,61,1,2,7,13,5,9
2,17,62,1,2,4,10,2,6
2,17,63,1,4,8,25,4,12
2,17,64,1,2,6,12,4,8
2,17,65,1,2,8,14,6,10
2,17,66,1,4,7,24,3,11
2,17,67,1,4,6,23,2,10
2,17,68,1,1,6,5,5,7
2,17,69,0,3,5,17,2,8
2,17,70,1,3,8,20,5,11
2,17,71,0,3,4,16,1,7
2,17,72,1,1,5,4,4,6
2,17,73,1,1,7,6,6,8
2,17,74,1,5,9,30,4,14
2,17,75,1,1,6,5,5,7
2,17,76,1,4,7,24,3,11
2,17,77,1,1,8,7,7,9
2,17,78,0,6,8,32,2,14
2,17,79,1,7,9,35,2,16
2,17,80,1,5,7,28,2,12
2,17,81,1,2,9,15,7,11
2,17,82,1,3,8,20,5,11
2,17,83,1,2,7,13,5,9
2,17,84,1,1,5,4,4,6
2,17,85,0,6,9,33,3,15
2,17,86,1,7,8,34,1,15
2,17,87,1,4,9,26,5,13
2,17,88,0,2,3,9,1,5
2,17,89,0,6,7,31,1,13
2,17,90,1,2,4,10,2,6
2,17,91,1,2,8,14,6,10
2,17,92,0,1,2,1,1,3
2,17,93,1,3,4,16,1,7
2,17,94,1,3,5,17,2,8
2,17,95,1,8,9,36,1,17
2,17,96,1,4,8,25,4,12
2,17,97,1,1,3,2,2,4
2,17,98,1,3,7,19,4,10
2,17,99,1,2,5,11,3,7
2,17,100,1,1,9,8,8,10
2,17,101,1,2,6,12,4,8
2,17,102,1,5,6,27,1,11
2,17,103,1,1,4,3,3,5
2,17,104,1,4,6,23,2,10
2,17,105,1,3,9,21,6,12
2,17,106,1,3,6,18,3,9
2,17,107,1,5,8,29,3,13
2,17,108,0,4,5,22,1,9
2,17,109,1,1,9,8,8,10
2,17,110,0,1,2,1,1,3
2,17,111,1,7,9,35,2,16
2,17,112,1,1,8,7,7,9
2,17,113,0,4,7,24,3,11
2,17,114,1,2,8,14,6,10
2,17,115,0,2,3,9,1,5
2,17,116,1,4,9,26,5,13
2,17,117,1,3,9,21,6,12
2,17,118,1,4,6,23,2,10
2,17,119,0,6,7,31,1,13
2,17,120,1,2,9,15,7,11
2,17,121,1,5,9,30,4,14
2,17,122,1,3,8,20,5,11
2,17,123,1,1,5,4,4,6
2,17,124,0,7,8,34,1,15
2,17,125,0,6,8,32,2,14
2,17,126,1,2,6,12,4,8
2,17,127,1,1,7,6,6,8
2,17,128,1,2,7,13,5,9
2,17,129,1,4,8,25,4,12
2,17,130,1,2,4,10,2,6
2,17,131,0,4,5,22,1,9
2,17,132,0,6,9,33,3,15
2,17,133,1,2,5,11,3,7
2,17,134,0,1,3,2,2,4
2,17,135,1,5,8,29,3,13
2,17,136,1,3,6,18,3,9
2,17,137,1,1,6,5,5,7
2,17,138,1,3,7,19,4,10
2,17,139,1,5,7,28,2,12
2,17,140,1,8,9,36,1,17
2,17,141,1,5,6,27,1,11
2,17,142,0,3,5,17,2,8
2,17,143,1,3,4,16,1,7
2,17,144,1,1,4,3,3,5
2,18,1,1,2,8,14,6,10
2,18,2,1,4,6,23,2,10
2,18,3,1,4,7,24,3,11
2,18,4,1,1,7,6,6,8
2,18,5,1,6,7,31,1,13
2,18,6,1,1,5,4,4,6
2,18,7,1,6,9,33,3,15
2,18,8,0,3,5,17,2,8
2,18,9,0,2,6,12,4,8
2,18,10,0,2,5,11,3,7
2,18,11,0,1,6,5,5,7
2,18,12,0,3,6,18,3,9
2,18,13,0,5,8,29,3,13
2,18,14,0,1,2,1,1,3
2,18,15,1,4,8,25,4,12
2,18,16,0,2,4,10,2,6
2,18,17,1,3,9,21,6,12
2,18,18,1,3,8,20,5,11
2,18,19,0,2,9,15,7,11
2,18,20,0,5,9,30,4,14
2,18,21,1,4,5,22,1,9
2,18,22,1,1,9,8,8,10
2,18,23,0,2,7,13,5,9
2,18,24,0,3,4,16,1,7
2,18,25,0,2,3,9,1,5
2,18,26,1,4,9,26,5,13
2,18,27,1,1,4,3,3,5
2,18,28,1,5,7,28,2,12
2,18,29,0,7,9,35,2,16
2,18,30,0,8,9,36,1,17
2,18,31,0,3,7,19,4,10
2,18,32,1,1,3,2,2,4
2,18,33,0,5,6,27,1,11
2,18,34,1,6,8,32,2,14
2,18,35,0,7,8,34,1,15
2,18,36,1,1,8,7,7,9
2,18,37,0,5,8,29,3,13
2,18,38,0,7,8,34,1,15
2,18,39,1,2,5,11,3,7
2,18,40,1,2,3,9,1,5
2,18,41,0,1,2,1,1,3
2,18,42,1,4,6,23,2,10
2,18,43,1,2,7,13,5,9
2,18,44,1,1,3,2,2,4
2,18,45,1,3,7,19,4,10
2,18,46,1,3,9,21,6,12
2,18,47,1,4,8,25,4,12
2,18,48,1,2,9,15,7,11
2,18,49,0,3,4,16,1,7
2,18,50,1,3,5,17,2,8
2,18,51,0,8,9,36,1,17
2,18,52,1,1,6,5,5,7
2,18,53,1,1,5,4,4,6
2,18,54,1,6,9,33,3,15
2,18,55,1,1,8,7,7,9
2,18,56,0,2,6,12,4,8
2,18,57,1,6,8,32,2,14
2,18,58,0,3,6,18,3,9
2,18,59,1,1,7,6,6,8
2,18,60,1,6,7,31,1,13
2,18,61,1,4,9,26,5,13
2,18,62,1,1,9,8,8,10
2,18,63,1,2,8,14,6,10
2,18,64,0,7,9,35,2,16
2,18,65,0,5,6,27,1,11
2,18,66,0,1,4,3,3,5
2,18,67,1,5,9,30,4,14
2,18,68,1,5,7,28,2,12
2,18,69,0,2,4,10,2,6
2,18,70,1,3,8,20,5,11
2,18,71,1,4,7,24,3,11
2,18,72,1,4,5,22,1,9
2,18,73,1,3,7,19,4,10
2,18,74,1,1,9,8,8,10
2,18,75,1,1,8,7,7,9
2,18,76,1,1,5,4,4,6
2,18,77,1,3,9,21,6,12
2,18,78,1,4,7,24,3,11
2,18,79,1,8,9,36,1,17
2,18,80,1,2,9,15,7,11
2,18,81,1,2,8,14,6,10
2,18,82,1,1,6,5,5,7
2,18,83,1,2,5,11,3,7
2,18,84,1,3,4,16,1,7
2,18,85,1,6,9,33,3,15
2,18,86,1,1,7,6,6,8
2,18,87,1,3,8,20,5,11
2,18,88,0,5,6,27,1,11
2,18,89,1,4,9,26,5,13
2,18,90,1,1,2,1,1,3
2,18,91,1,4,6,23,2,10
2,18,92,1,4,8,25,4,12
2,18,93,1,6,8,32,2,14
2,18,94,1,3,6,18,3,9
2,18,95,1,1,4,3,3,5
2,18,96,1,2,7,13,5,9
2,18,97,1,5,8,29,3,13
2,18,98,1,6,7,31,1,13
2,18,99,0,2,4,10,2,6
2,18,100,1,2,6,12,4,8
2,18,101,0,2,3,9,1,5
2,18,102,1,7,9,35,2,16
2,18,103,0,1,3,2,2,4
2,18,104,1,4,5,22,1,9
2,18,105,1,5,9,30,4,14
2,18,106,1,3,5,17,2,8
2,18,107,1,5,7,28,2,12
2,18,108,1,7,8,34,1,15
2,18,109,1,4,7,24,3,11
2,18,110,1,6,7,31,1,13
2,18,111,0,2,3,9,1,5
2,18,112,0,1,3,2,2,4
2,18,113,1,6,9,33,3,15
2,18,114,0,4,6,23,2,10
2,18,115,1,5,6,27,1,11
2,18,116,1,3,6,18,3,9
2,18,117,1,4,8,25,4,12
2,18,118,1,1,8,7,7,9
2,18,119,1,5,9,30,4,14
2,18,120,0,3,5,17,2,8
2,18,121,1,2,6,12,4,8
2,18,122,1,3,8,20,5,11
2,18,123,1,3,7,19,4,10
2,18,124,1,5,7,28,2,12
2,18,125,1,1,2,1,1,3
2,18,126,1,2,7,13,5,9
2,18,127,1,2,9,15,7,11
2,18,128,1,4,9,26,5,13
2,18,129,1,5,8,29,3,13
2,18,130,1,6,8,32,2,14
2,18,131,0,2,5,11,3,7
2,18,132,1,7,9,35,2,16
2,18,133,1,2,4,10,2,6
2,18,134,1,1,7,6,6,8
2,18,135,1,3,4,16,1,7
2,18,136,1,1,6,5,5,7
2,18,137,1,8,9,36,1,17
2,18,138,1,3,9,21,6,12
2,18,139,1,1,9,8,8,10
2,18,140,1,1,4,3,3,5
2,18,141,1,2,8,14,6,10
2,18,142,1,7,8,34,1,15
2,18,143,1,4,5,22,1,9
2,18,144,1,1,5,4,4,6
2,19,1,1,7,8,34,1,15
2,19,2,1,1,3,2,2,4
2,19,3,1,7,9,35,2,16
2,19,4,0,4,8,25,4,12
2,19,5,0,3,6,18,3,9
2,19,6,1,1,6,5,5,7
2,19,7,0,4,9,26,5,13
2,19,8,1,3,8,20,5,11
2,19,9,0,6,7,31,1,13
2,19,10,0,2,7,13,5,9
2,19,11,0,1,5,4,4,6
2,19,12,0,3,5,17,2,8
2,19,13,1,5,6,27,1,11
2,19,14,1,2,6,12,4,8
2,19,15,1,5,7,28,2,12
2,19,16,0,1,7,6,6,8
2,19,17,0,2,9,15,7,11
2,19,18,1,4,6,23,2,10
2,19,19,1,4,5,22,1,9
2,19,20,1,3,9,21,6,12
2,19,21,0,1,4,3,3,5
2,19,22,1,1,8,7,7,9
2,19,23,1,4,7,24,3,11
2,19,24,0,2,4,10,2,6
2,19,25,1,2,5,11,3,7
2,19,26,1,6,9,33,3,15
2,19,27,1,6,8,32,2,14
2,19,28,1,1,9,8,8,10
2,19,29,1,8,9,36,1,17
2,19,30,1,2,3,9,1,5
2,19,31,1,2,8,14,6,10
2,19,32,0,5,8,29,3,13
2,19,33,0,3,4,16,1,7
2,19,34,0,5,9,30,4,14
2,19,35,0,3,7,19,4,10
2,19,36,0,1,2,1,1,3
2,19,37,1,1,4,3,3,5
2,19,38,1,7,8,34,1,15
2,19,39,1,2,4,10,2,6
2,19,40,1,1,3,2,2,4
2,19,41,0,4,7,24,3,11
2,19,42,0,6,7,31,1,13
2,19,43,1,3,5,17,2,8
2,19,44,0,1,2,1,1,3
2,19,45,1,4,8,25,4,12
2,19,46,1,7,9,35,2,16
2,19,47,0,3,7,19,4,10
2,19,48,1,4,5,22,1,9
2,19,49,1,4,6,23,2,10
2,19,50,1,6,9,33,3,15
2,19,51,0,5,8,29,3,13
2,19,52,1,2,5,11,3,7
2,19,53,0,3,4,16,1,7
2,19,54,0,2,9,15,7,11
2,19,55,0,3,6,18,3,9
2,19,56,1,1,9,8,8,10
2,19,57,0,5,7,28,2,12
2,19,58,1,2,8,14,6,10
2,19,59,1,6,8,32,2,14
2,19,60,1,2,7,13,5,9
2,19,61,1,2,6,12,4,8
2,19,62,1,4,9,26,5,13
2,19,63,1,1,7,6,6,8
2,19,64,0,5,6,27,1,11
2,19,65,1,3,9,21,6,12
2,19,66,1,1,6,5,5,7
2,19,67,1,1,8,7,7,9
2,19,68,0,5,9,30,4,14
2,19,69,1,1,5,4,4,6
2,19,70,1,8,9,36,1,17
2,19,71,0,2,3,9,1,5
2,19,72,0,3,8,20,5,11
2,19,73,1,7,9,35,2,16
2,19,74,1,4,8,25,4,12
2,19,75,0,1,2,1,1,3
2,19,76,1,4,9,26,5,13
2,19,77,1,1,8,7,7,9
2,19,78,1,8,9,36,1,17
2,19,79,1,4,5,22,1,9
2,19,80,1,3,9,21,6,12
2,19,81,1,1,7,6,6,8
2,19,82,1,3,8,20,5,11
2,19,83,1,2,5,11,3,7
2,19,84,0,5,6,27,1,11
2,19,85,1,2,4,10,2,6
2,19,86,1,2,9,15,7,11
2,19,87,1,2,8,14,6,10
2,19,88,1,2,7,13,5,9
2,19,89,1,3,5,17,2,8
2,19,90,1,1,6,5,5,7
2,19,91,1,1,9,8,8,10
2,19,92,1,6,9,33,3,15
2,19,93,1,4,6,23,2,10
2,19,94,0,5,7,28,2,12
2,19,95,0,6,7,31,1,13
2,19,96,0,5,8,29,3,13
2,19,97,0,1,4,3,3,5
2,19,98,1,1,3,2,2,4
2,19,99,1,2,3,9,1,5
2,19,100,1,6,8,32,2,14
2,19,101,1,1,5,4,4,6
2,19,102,0,5,9,30,4,14
2,19,103,0,7,8,34,1,15
2,19,104,0,3,6,18,3,9
2,19,105,1,3,7,19,4,10
2,19,106,0,4,7,24,3,11
2,19,107,0,3,4,16,1,7
2,19,108,1,2,6,12,4,8
2,19,109,1,6,7,31,1,13
2,19,110,1,4,7,24,3,11
2,19,111,1,1,7,6,6,8
2,19,112,1,1,3,2,2,4
2,19,113,1,7,9,35,2,16
2,19,114,1,2,3,9,1,5
2,19,115,1,3,9,21,6,12
2,19,116,1,3,8,20,5,11
2,19,117,1,1,4,3,3,5
2,19,118,1,1,6,5,5,7
2,19,119,1,1,5,4,4,6
2,19,120,1,7,8,34,1,15
2,19,121,1,6,9,33,3,15
2,19,122,1,2,7,13,5,9
2,19,123,1,4,6,23,2,10
2,19,124,0,1,2,1,1,3
2,19,125,1,5,8,29,3,13
2,19,126,1,4,9,26,5,13
2,19,127,1,2,8,14,6,10
2,19,128,0,6,8,32,2,14
2,19,129,0,3,6,18,3,9
2,19,130,1,2,5,11,3,7
2,19,131,1,3,4,16,1,7
2,19,132,1,5,9,30,4,14
2,19,133,1,1,8,7,7,9
2,19,134,1,3,5,17,2,8
2,19,135,1,8,9,36,1,17
2,19,136,1,5,7,28,2,12
2,19,137,0,4,5,22,1,9
2,19,138,1,2,6,12,4,8
2,19,139,1,3,7,19,4,10
2,19,140,1,2,4,10,2,6
2,19,141,1,1,9,8,8,10
2,19,142,1,2,9,15,7,11
2,19,143,1,5,6,27,1,11
2,19,144,0,4,8,25,4,12
2,20,1,0,1,5,4,4,6
2,20,2,0,1,6,5,5,7
2,20,3,0,5,8,29,3,13
2,20,4,1,1,7,6,6,8
2,20,5,1,7,8,34,1,15
2,20,6,1,2,8,14,6,10
2,20,7,1,2,3,9,1,5
2,20,8,1,1,4,3,3,5
2,20,9,1,7,9,35,2,16
2,20,10,1,4,7,24,3,11
2,20,11,0,6,9,33,3,15
2,20,12,0,3,7,19,4,10
2,20,13,0,3,4,16,1,7
2,20,14,0,1,2,1,1,3
2,20,15,0,3,9,21,6,12
2,20,16,1,3,6,18,3,9
2,20,17,0,2,6,12,4,8
2,20,18,0,4,5,22,1,9
2,20,19,0,1,3,2,2,4
2,20,20,1,4,6,23,2,10
2,20,21,1,4,8,25,4,12
2,20,22,0,6,7,31,1,13
2,20,23,1,3,5,17,2,8
2,20,24,1,3,8,20,5,11
2,20,25,1,2,4,10,2,6
2,20,26,0,5,7,28,2,12
2,20,27,1,2,5,11,3,7
2,20,28,1,1,9,8,8,10
2,20,29,1,2,7,13,5,9
2,20,30,1,1,8,7,7,9
2,20,31,0,6,8,32,2,14
2,20,32,1,2,9,15,7,11
2,20,33,1,8,9,36,1,17
2,20,34,1,5,9,30,4,14
2,20,35,0,4,9,26,5,13
2,20,36,1,5,6,27,1,11
2,20,37,1,2,4,10,2,6
2,20,38,0,3,8,20,5,11
2,20,39,1,2,5,11,3,7
2,20,40,1,3,9,21,6,12
2,20,41,0,4,9,26,5,13
2,20,42,0,7,9,35,2,16
2,20,43,1,2,8,14,6,10
2,20,44,1,1,3,2,2,4
2,20,45,1,2,3,9,1,5
2,20,46,1,1,9,8,8,10
2,20,47,1,4,6,23,2,10
2,20,48,1,5,8,29,3,13
2,20,49,1,8,9,36,1,17
2,20,50,1,5,6,27,1,11
2,20,51,1,1,5,4,4,6
2,20,52,1,1,8,7,7,9
2,20,53,1,3,4,16,1,7
2,20,54,1,2,7,13,5,9
2,20,55,0,7,8,34,1,15
2,20,56,1,5,9,30,4,14
2,20,57,1,3,7,19,4,10
2,20,58,1,1,6,5,5,7
2,20,59,1,2,9,15,7,11
2,20,60,0,6,7,31,1,13
2,20,61,1,1,4,3,3,5
2,20,62,0,4,5,22,1,9
2,20,63,1,4,8,25,4,12
2,20,64,1,4,7,24,3,11
2,20,65,1,1,7,6,6,8
2,20,66,1,6,8,32,2,14
2,20,67,1,1,2,1,1,3
2,20,68,1,3,6,18,3,9
2,20,69,1,2,6,12,4,8
2,20,70,1,3,5,17,2,8
2,20,71,1,6,9,33,3,15
2,20,72,1,5,7,28,2,12
2,20,73,1,1,6,5,5,7
2,20,74,1,2,8,14,6,10
2,20,75,1,3,6,18,3,9
2,20,76,1,2,7,13,5,9
2,20,77,1,2,5,11,3,7
2,20,78,1,1,3,2,2,4
2,20,79,1,4,7,24,3,11
2,20,80,1,2,9,15,7,11
