Subject,Session,Trial,Accuracy,Target,Distractor,Pair,Distance,JointRank
1,16,125,1,3,8,20,5,11
1,16,126,0,2,7,13,5,9
1,16,127,1,4,8,25,4,12
1,16,128,1,7,8,34,1,15
1,16,129,1,3,5,17,2,8
1,16,130,1,3,4,16,1,7
1,16,131,0,2,5,11,3,7
1,16,132,1,1,9,8,8,10
1,16,133,1,2,6,12,4,8
1,16,134,1,6,8,32,2,14
1,16,135,1,8,9,36,1,17
1,16,136,1,1,6,5,5,7
1,16,137,0,4,6,23,2,10
1,16,138,1,1,2,1,1,3
1,16,139,0,2,3,9,1,5
1,16,140,1,1,8,7,7,9
1,16,141,1,5,8,29,3,13
1,16,142,1,2,4,10,2,6
1,16,143,0,4,5,22,1,9
1,16,144,1,5,7,28,2,12
1,17,1,1,7,8,34,1,15
1,17,2,0,3,7,19,4,10
1,17,3,0,4,8,25,4,12
1,17,4,0,5,6,27,1,11
1,17,5,0,5,7,28,2,12
1,17,6,0,4,7,24,3,11
1,17,7,1,4,9,26,5,13
1,17,8,1,3,8,20,5,11
1,17,9,0,1,7,6,6,8
1,17,10,0,3,4,16,1,7
1,17,11,1,3,5,17,2,8
1,17,12,0,6,7,31,1,13
1,17,13,1,5,9,30,4,14
1,17,14,1,5,8,29,3,13
1,17,15,0,4,6,23,2,10
1,17,16,1,6,8,32,2,14
1,17,17,0,1,6,5,5,7
1,17,18,1,1,2,1,1,3
1,17,19,1,2,7,13,5,9
1,17,20,0,4,5,22,1,9
1,17,21,0,1,8,7,7,9
1,17,22,0,1,3,2,2,4
1,17,23,1,2,9,15,7,11
1,17,24,1,2,4,10,2,6
1,17,25,1,2,5,11,3,7
1,17,26,0,3,6,18,3,9
1,17,27,1,2,6,12,4,8
1,17,28,0,8,9,36,1,17
1,17,29,0,1,5,4,4,6
1,17,30,1,3,9,21,6,12
1,17,31,1,2,8,14,6,10
1,17,32,1,7,9,35,2,16
1,17,33,1,2,3,9,1,5
1,17,34,1,6,9,33,3,15
1,17,35,0,1,4,3,3,5
1,17,36,1,1,9,8,8,10
1,17,37,1,2,4,10,2,6
1,17,38,0,3,5,17,2,8
1,17,39,0,1,9,8,8,10
1,17,40,1,5,7,28,2,12
1,17,41,0,3,7,19,4,10
1,17,42,1,7,8,34,1,15
1,17,43,0,3,4,16,1,7
1,17,44,1,2,3,9,1,5
1,17,45,0,1,7,6,6,8
1,17,46,1,1,8,7,7,9
1,17,47,0,1,3,2,2,4
1,17,48,1,1,4,3,3,5
1,17,49,0,1,5,4,4,6
1,17,50,1,3,9,21,6,12
1,17,51,1,3,6,18,3,9
1,17,52,0,1,2,1,1,3
1,17,53,1,3,8,20,5,11
1,17,54,0,4,6,23,2,10
1,17,55,0,1,6,5,5,7
1,17,56,1,5,6,27,1,11
1,17,57,1,2,6,12,4,8
1,17,58,1,2,5,11,3,7
1,17,59,1,6,9,33,3,15
1,17,60,0,4,5,22,1,9
1,17,61,1,2,8,14,6,10
1,17,62,1,4,7,24,3,11
1,17,63,1,4,9,26,5,13
1,17,64,1,5,8,29,3,13
1,17,65,0,7,9,35,2,16
1,17,66,0,6,7,31,1,13
1,17,67,0,6,8,32,2,14
1,17,68,1,8,9,36,1,17
1,17,69,1,2,9,15,7,11
1,17,70,1,2,7,13,5,9
1,17,71,1,4,8,25,4,12
1,17,72,1,5,9,30,4,14
1,17,73,1,3,8,20,5,11
1,17,74,1,3,5,17,2,8
1,17,75,0,1,5,4,4,6
1,17,76,1,3,7,19,4,10
1,17,77,1,8,9,36,1,17
1,17,78,0,6,8,32,2,14
1,17,79,1,4,7,24,3,11
1,17,80,0,1,2,1,1,3
1,17,81,0,1,8,7,7,9
1,17,82,1,4,9,26,5,13
1,17,83,0,2,4,10,2,6
1,17,84,1,4,8,25,4,12
1,17,85,1,5,6,27,1,11
1,17,86,1,1,7,6,6,8
1,17,87,1,1,9,8,8,10
1,17,88,1,2,8,14,6,10
1,17,89,1,2,5,11,3,7
1,17,90,1,2,6,12,4,8
1,17,91,0,3,4,16,1,7
1,17,92,1,7,9,35,2,16
1,17,93,1,1,4,3,3,5
1,17,94,1,4,6,23,2,10
1,17,95,1,5,7,28,2,12
1,17,96,0,4,5,22,1,9
1,17,97,0,6,7,31,1,13
1,17,98,1,2,7,13,5,9
1,17,99,0,1,6,5,5,7
1,17,100,1,7,8,34,1,15
1,17,101,1,3,9,21,6,12
1,17,102,1,3,6,18,3,9
1,17,103,1,6,9,33,3,15
1,17,104,0,2,3,9,1,5
1,17,105,0,1,3,2,2,4
1,17,106,1,5,9,30,4,14
1,17,107,1,2,9,15,7,11
1,17,108,1,5,8,29,3,13
1,17,109,1,3,7,19,4,10
1,17,110,0,6,7,31,1,13
1,17,111,1,2,6,12,4,8
1,17,112,1,2,4,10,2,6
1,17,113,1,3,8,20,5,11
1,17,114,1,3,5,17,2,8
1,17,115,1,2,7,13,5,9
1,17,116,1,3,9,21,6,12
1,17,117,0,8,9,36,1,17
1,17,118,1,2,5,11,3,7
1,17,119,0,1,9,8,8,10
1,17,120,1,4,8,25,4,12
1,17,121,1,3,6,18,3,9
1,17,122,1,4,6,23,2,10
1,17,123,1,7,8,34,1,15
1,17,124,1,1,8,7,7,9
1,17,125,1,5,9,30,4,14
1,17,126,1,6,9,33,3,15
1,17,127,0,4,5,22,1,9
1,17,128,0,2,8,14,6,10
1,17,129,1,4,9,26,5,13
1,17,130,0,1,4,3,3,5
1,17,131,1,2,3,9,1,5
1,17,132,1,1,7,6,6,8
1,17,133,1,5,7,28,2,12
1,17,134,0,1,2,1,1,3
1,17,135,0,1,5,4,4,6
1,17,136,0,4,7,24,3,11
1,17,137,1,6,8,32,2,14
1,17,138,1,5,8,29,3,13
1,17,139,0,5,6,27,1,11
1,17,140,0,1,6,5,5,7
1,17,141,1,3,4,16,1,7
1,17,142,1,2,9,15,7,11
1,17,143,1,7,9,35,2,16
1,17,144,0,1,3,2,2,4
1,18,1,0,5,9,30,4,14
1,18,2,0,3,9,21,6,12
1,18,3,0,6,8,32,2,14
1,18,4,1,1,4,3,3,5
1,18,5,1,1,7,6,6,8
1,18,6,1,4,6,23,2,10
1,18,7,1,5,6,27,1,11
1,18,8,1,4,9,26,5,13
1,18,9,1,2,8,14,6,10
1,18,10,0,3,8,20,5,11
1,18,11,1,2,3,9,1,5
1,18,12,1,1,3,2,2,4
1,18,13,1,3,7,19,4,10
1,18,14,1,4,7,24,3,11
1,18,15,1,4,5,22,1,9
1,18,16,1,2,6,12,4,8
1,18,17,0,6,7,31,1,13
1,18,18,0,3,4,16,1,7
1,18,19,0,7,8,34,1,15
1,18,20,0,7,9,35,2,16
1,18,21,1,1,8,7,7,9
1,18,22,1,5,8,29,3,13
1,18,23,0,1,2,1,1,3
1,18,24,1,1,9,8,8,10
1,18,25,1,2,5,11,3,7
1,18,26,1,2,4,10,2,6
1,18,27,1,1,6,5,5,7
1,18,28,1,6,9,33,3,15
1,18,29,1,1,5,4,4,6
1,18,30,1,3,6,18,3,9
1,18,31,1,3,5,17,2,8
1,18,32,1,4,8,25,4,12
1,18,33,1,5,7,28,2,12
1,18,34,1,2,7,13,5,9
1,18,35,1,2,9,15,7,11
1,18,36,1,8,9,36,1,17
1,18,37,1,3,8,20,5,11
1,18,38,1,3,9,21,6,12
1,18,39,1,3,4,16,1,7
1,18,40,1,5,7,28,2,12
1,18,41,1,2,7,13,5,9
1,18,42,1,6,8,32,2,14
1,18,43,1,2,8,14,6,10
1,18,44,1,4,7,24,3,11
1,18,45,1,4,9,26,5,13
1,18,46,1,1,8,7,7,9
1,18,47,1,1,3,2,2,4
1,18,48,1,5,9,30,4,14
1,18,49,1,5,8,29,3,13
1,18,50,1,7,9,35,2,16
1,18,51,1,1,4,3,3,5
1,18,52,1,2,9,15,7,11
1,18,53,1,6,9,33,3,15
1,18,54,0,2,5,11,3,7
1,18,55,1,2,6,12,4,8
1,18,56,1,2,4,10,2,6
1,18,57,0,4,5,22,1,9
1,18,58,1,4,6,23,2,10
1,18,59,1,3,6,18,3,9
1,18,60,1,7,8,34,1,15
1,18,61,0,6,7,31,1,13
1,18,62,0,8,9,36,1,17
1,18,63,1,1,5,4,4,6
1,18,64,1,4,8,25,4,12
1,18,65,1,3,7,19,4,10
1,18,66,1,3,5,17,2,8
1,18,67,0,2,3,9,1,5
1,18,68,1,5,6,27,1,11
1,18,69,1,1,7,6,6,8
1,18,70,1,1,9,8,8,10
1,18,71,1,1,6,5,5,7
1,18,72,1,1,2,1,1,3
1,18,73,0,3,4,16,1,7
1,18,74,1,6,7,31,1,13
1,18,75,1,7,8,34,1,15
1,18,76,1,5,9,30,4,14
1,18,77,1,1,7,6,6,8
1,18,78,0,1,5,4,4,6
1,18,79,1,1,4,3,3,5
1,18,80,0,2,7,13,5,9
1,18,81,1,4,8,25,4,12
1,18,82,0,2,3,9,1,5
1,18,83,1,5,8,29,3,13
1,18,84,1,5,7,28,2,12
1,18,85,1,2,8,14,6,10
1,18,86,0,8,9,36,1,17
1,18,87,1,2,9,15,7,11
1,18,88,1,1,6,5,5,7
1,18,89,1,4,7,24,3,11
1,18,90,1,4,6,23,2,10
1,18,91,1,4,9,26,5,13
1,18,92,1,2,6,12,4,8
1,18,93,1,2,5,11,3,7
1,18,94,0,2,4,10,2,6
1,18,95,0,1,2,1,1,3
1,18,96,1,3,9,21,6,12
1,18,97,1,3,7,19,4,10
1,18,98,1,3,6,18,3,9
1,18,99,1,3,5,17,2,8
1,18,100,1,6,9,33,3,15
1,18,101,0,1,3,2,2,4
1,18,102,1,3,8,20,5,11
1,18,103,1,6,8,32,2,14
1,18,104,0,4,5,22,1,9
1,18,105,1,5,6,27,1,11
1,18,106,1,1,8,7,7,9
1,18,107,1,7,9,35,2,16
1,18,108,1,1,9,8,8,10
1,18,109,1,7,9,35,2,16
1,18,110,1,3,9,21,6,12
1,18,111,1,5,8,29,3,13
1,18,112,1,3,5,17,2,8
1,18,113,1,1,2,1,1,3
1,18,114,1,2,9,15,7,11
1,18,115,0,2,3,9,1,5
1,18,116,1,6,9,33,3,15
1,18,117,1,4,7,24,3,11
1,18,118,1,5,6,27,1,11
1,18,119,1,4,9,26,5,13
1,18,120,1,5,7,28,2,12
1,18,121,1,4,8,25,4,12
1,18,122,0,1,5,4,4,6
1,18,123,1,3,8,20,5,11
1,18,124,1,1,8,7,7,9
1,18,125,1,3,4,16,1,7
1,18,126,1,3,7,19,4,10
1,18,127,0,8,9,36,1,17
1,18,128,0,2,4,10,2,6
1,18,129,1,2,5,11,3,7
1,18,130,1,4,5,22,1,9
1,18,131,1,3,6,18,3,9
1,18,132,1,4,6,23,2,10
1,18,133,1,6,8,32,2,14
1,18,134,0,1,4,3,3,5
1,18,135,1,2,8,14,6,10
1,18,136,1,7,8,34,1,15
1,18,137,1,1,3,2,2,4
1,18,138,1,2,7,13,5,9
1,18,139,1,1,7,6,6,8
1,18,140,1,5,9,30,4,14
1,18,141,1,1,6,5,5,7
1,18,142,1,2,6,12,4,8
1,18,143,1,1,9,8,8,10
1,18,144,0,6,7,31,1,13
1,19,1,1,7,9,35,2,16
1,19,2,0,8,9,36,1,17
1,19,3,0,4,7,24,3,11
1,19,4,0,2,9,15,7,11
1,19,5,0,1,7,6,6,8
1,19,6,1,2,6,12,4,8
1,19,7,0,5,8,29,3,13
1,19,8,0,5,7,28,2,12
1,19,9,1,1,4,3,3,5
1,19,10,1,1,6,5,5,7
1,19,11,1,3,7,19,4,10
1,19,12,1,6,7,31,1,13
1,19,13,1,5,9,30,4,14
1,19,14,0,4,9,26,5,13
1,19,15,0,3,6,18,3,9
1,19,16,0,3,5,17,2,8
1,19,17,1,3,9,21,6,12
1,19,18,1,1,5,4,4,6
1,19,19,0,4,5,22,1,9
1,19,20,1,3,8,20,5,11
1,19,21,1,1,8,7,7,9
1,19,22,0,5,6,27,1,11
1,19,23,1,6,8,32,2,14
1,19,24,1,7,8,34,1,15
1,19,25,1,2,3,9,1,5
1,19,26,0,1,3,2,2,4
1,19,27,0,1,2,1,1,3
1,19,28,1,2,8,14,6,10
1,19,29,0,2,7,13,5,9
1,19,30,1,2,4,10,2,6
1,19,31,1,4,8,25,4,12
1,19,32,1,4,6,23,2,10
1,19,33,1,1,9,8,8,10
1,19,34,1,2,5,11,3,7
1,19,35,1,3,4,16,1,7
1,19,36,1,6,9,33,3,15
1,19,37,1,4,5,22,1,9
1,19,38,1,3,4,16,1,7
1,19,39,1,3,8,20,5,11
1,19,40,0,1,3,2,2,4
1,19,41,1,7,9,35,2,16
1,19,42,1,2,6,12,4,8
1,19,43,0,1,2,1,1,3
1,19,44,0,2,3,9,1,5
1,19,45,0,1,8,7,7,9
1,19,46,0,5,6,27,1,11
1,19,47,1,4,9,26,5,13
1,19,48,1,3,7,19,4,10
1,19,49,1,4,6,23,2,10
1,19,50,1,3,6,18,3,9
1,19,51,1,7,8,34,1,15
1,19,52,0,1,4,3,3,5
1,19,53,1,1,5,4,4,6
1,19,54,1,6,9,33,3,15
1,19,55,1,8,9,36,1,17
1,19,56,1,3,9,21,6,12
1,19,57,0,2,4,10,2,6
1,19,58,0,2,7,13,5,9
1,19,59,1,5,8,29,3,13
1,19,60,1,2,5,11,3,7
1,19,61,1,2,8,14,6,10
1,19,62,1,3,5,17,2,8
1,19,63,1,6,8,32,2,14
1,19,64,0,5,7,28,2,12
1,19,65,1,1,6,5,5,7
1,19,66,1,6,7,31,1,13
1,19,67,1,1,9,8,8,10
1,19,68,1,2,9,15,7,11
1,19,69,1,1,7,6,6,8
1,19,70,1,4,8,25,4,12
1,19,71,1,5,9,30,4,14
1,19,72,1,4,7,24,3,11
1,19,73,1,2,8,14,6,10
1,19,74,1,1,6,5,5,7
1,19,75,0,1,3,2,2,4
1,19,76,1,3,4,16,1,7
1,19,77,0,1,2,1,1,3
1,19,78,1,5,8,29,3,13
1,19,79,1,3,5,17,2,8
1,19,80,0,2,5,11,3,7
1,19,81,1,6,8,32,2,14
1,19,82,1,4,9,26,5,13
1,19,83,1,1,8,7,7,9
1,19,84,1,4,7,24,3,11
1,19,85,0,4,6,23,2,10
1,19,86,1,3,9,21,6,12
1,19,87,1,7,9,35,2,16
1,19,88,1,4,5,22,1,9
1,19,89,1,3,8,20,5,11
1,19,90,1,1,9,8,8,10
1,19,91,1,1,4,3,3,5
1,19,92,0,2,3,9,1,5
1,19,93,0,2,7,13,5,9
1,19,94,1,8,9,36,1,17
1,19,95,1,2,9,15,7,11
1,19,96,0,5,7,28,2,12
1,19,97,0,5,6,27,1,11
1,19,98,1,6,7,31,1,13
1,19,99,1,3,6,18,3,9
1,19,100,1,3,7,19,4,10
1,19,101,0,5,9,30,4,14
1,19,102,1,2,6,12,4,8
1,19,103,1,1,7,6,6,8
1,19,104,0,7,8,34,1,15
1,19,105,1,4,8,25,4,12
1,19,106,1,1,5,4,4,6
1,19,107,1,2,4,10,2,6
1,19,108,1,6,9,33,3,15
1,19,109,0,2,4,10,2,6
1,19,110,1,1,8,7,7,9
1,19,111,1,3,8,20,5,11
1,19,112,1,5,9,30,4,14
1,19,113,1,1,4,3,3,5
1,19,114,0,2,3,9,1,5
1,19,115,1,5,6,27,1,11
1,19,116,1,6,7,31,1,13
1,19,117,1,2,5,11,3,7
1,19,118,1,2,8,14,6,10
1,19,119,1,4,5,22,1,9
1,19,120,1,5,7,28,2,12
1,19,121,1,4,8,25,4,12
1,19,122,1,2,6,12,4,8
1,19,123,1,1,6,5,5,7
1,19,124,0,6,8,32,2,14
1,19,125,1,3,9,21,6,12
1,19,126,1,1,3,2,2,4
1,19,127,1,1,5,4,4,6
1,19,128,1,2,9,15,7,11
1,19,129,1,3,7,19,4,10
1,19,130,0,7,8,34,1,15
1,19,131,1,2,7,13,5,9
1,19,132,1,3,5,17,2,8
1,19,133,1,6,9,33,3,15
1,19,134,1,1,7,6,6,8
1,19,135,1,3,4,16,1,7
1,19,136,1,4,7,24,3,11
1,19,137,0,8,9,36,1,17
1,19,138,1,5,8,29,3,13
1,19,139,1,1,9,8,8,10
1,19,140,1,7,9,35,2,16
1,19,141,1,4,9,26,5,13
1,19,142,1,1,2,1,1,3
1,19,143,1,3,6,18,3,9
1,19,144,1,4,6,23,2,10
1,20,1,0,3,8,20,5,11
1,20,2,0,4,5,22,1,9
1,20,3,1,5,9,30,4,14
1,20,4,0,8,9,36,1,17
1,20,5,0,4,9,26,5,13
1,20,6,1,1,5,4,4,6
1,20,7,0,6,9,33,3,15
1,20,8,0,3,6,18,3,9
1,20,9,0,2,8,14,6,10
1,20,10,0,3,9,21,6,12
1,20,11,0,5,7,28,2,12
1,20,12,1,5,8,29,3,13
1,20,13,1,1,2,1,1,3
1,20,14,1,3,7,19,4,10
1,20,15,1,1,7,6,6,8
1,20,16,1,3,4,16,1,7
1,20,17,1,1,9,8,8,10
1,20,18,1,2,4,10,2,6
1,20,19,0,4,7,24,3,11
1,20,20,1,2,9,15,7,11
1,20,21,1,2,7,13,5,9
1,20,22,0,4,8,25,4,12
1,20,23,0,4,6,23,2,10
1,20,24,1,1,4,3,3,5
1,20,25,1,1,3,2,2,4
1,20,26,0,6,8,32,2,14
1,20,27,1,1,6,5,5,7
1,20,28,0,6,7,31,1,13
1,20,29,1,5,6,27,1,11
1,20,30,1,1,8,7,7,9
1,20,31,1,2,5,11,3,7
1,20,32,0,7,8,34,1,15
1,20,33,1,7,9,35,2,16
1,20,34,1,2,6,12,4,8
1,20,35,1,3,5,17,2,8
1,20,36,1,2,3,9,1,5
1,20,37,1,5,6,27,1,11
1,20,38,0,4,6,23,2,10
1,20,39,0,4,5,22,1,9
1,20,40,0,5,8,29,3,13
1,20,41,1,2,4,10,2,6
1,20,42,1,1,4,3,3,5
1,20,43,1,2,7,13,5,9
1,20,44,0,8,9,36,1,17
1,20,45,1,2,5,11,3,7
1,20,46,1,7,8,34,1,15
1,20,47,0,4,7,24,3,11
1,20,48,1,1,6,5,5,7
1,20,49,1,7,9,35,2,16
1,20,50,1,3,8,20,5,11
1,20,51,1,1,5,4,4,6
1,20,52,1,1,2,1,1,3
1,20,53,1,6,8,32,2,14
1,20,54,0,4,9,26,5,13
1,20,55,1,3,6,18,3,9
1,20,56,0,4,8,25,4,12
1,20,57,0,6,9,33,3,15
1,20,58,0,6,7,31,1,13
1,20,59,1,1,7,6,6,8
1,20,60,1,1,3,2,2,4
1,20,61,1,2,3,9,1,5
1,20,62,1,2,6,12,4,8
1,20,63,1,3,7,19,4,10
1,20,64,1,3,9,21,6,12
1,20,65,0,5,7,28,2,12
1,20,66,1,3,5,17,2,8
1,20,67,1,1,9,8,8,10
1,20,68,1,2,8,14,6,10
1,20,69,1,5,9,30,4,14
1,20,70,1,3,4,16,1,7
1,20,71,1,1,8,7,7,9
1,20,72,1,2,9,15,7,11
1,20,73,1,2,4,10,2,6
1,20,74,0,6,8,32,2,14
1,20,75,0,4,5,22,1,9
1,20,76,1,3,6,18,3,9
1,20,77,0,8,9,36,1,17
1,20,78,1,3,4,16,1,7
1,20,79,0,6,7,31,1,13
1,20,80,0,4,9,26,5,13
1,20,81,1,3,5,17,2,8
1,20,82,1,1,7,6,6,8
1,20,83,1,2,8,14,6,10
1,20,84,1,2,7,13,5,9
1,20,85,1,4,6,23,2,10
1,20,86,0,5,8,29,3,13
1,20,87,1,1,6,5,5,7
1,20,88,1,1,4,3,3,5
1,20,89,1,2,5,11,3,7
1,20,90,1,1,3,2,2,4
1,20,91,0,7,9,35,2,16
1,20,92,1,4,7,24,3,11
1,20,93,1,3,9,21,6,12
1,20,94,1,4,8,25,4,12
1,20,95,1,2,3,9,1,5
1,20,96,1,7,8,34,1,15
1,20,97,1,5,6,27,1,11
1,20,98,1,1,8,7,7,9
1,20,99,1,5,9,30,4,14
1,20,100,1,2,9,15,7,11
1,20,101,1,3,8,20,5,11
1,20,102,1,1,9,8,8,10
1,20,103,0,1,2,1,1,3
1,20,104,1,1,5,4,4,6
1,20,105,1,2,6,12,4,8
1,20,106,0,5,7,28,2,12
1,20,107,1,3,7,19,4,10
1,20,108,0,6,9,33,3,15
1,20,109,1,4,8,25,4,12
1,20,110,1,7,8,34,1,15
1,20,111,0,1,7,6,6,8
1,20,112,1,2,6,12,4,8
1,20,113,1,4,6,23,2,10
1,20,114,1,3,6,18,3,9
1,20,115,1,5,9,30,4,14
1,20,116,1,6,8,32,2,14
1,20,117,1,4,9,26,5,13
1,20,118,0,5,6,27,1,11
1,20,119,1,3,8,20,5,11
1,20,120,1,1,9,8,8,10
1,20,121,0,4,5,22,1,9
1,20,122,1,1,3,2,2,4
1,20,123,0,6,7,31,1,13
1,20,124,1,5,8,29,3,13
1,20,125,1,3,7,19,4,10
1,20,126,1,1,5,4,4,6
1,20,127,1,2,7,13,5,9
1,20,128,0,6,9,33,3,15
1,20,129,1,1,8,7,7,9
1,20,130,1,2,5,11,3,7
1,20,131,1,3,4,16,1,7
1,20,132,1,1,4,3,3,5
1,20,133,1,2,4,10,2,6
1,20,134,0,8,9,36,1,17
1,20,135,1,2,8,14,6,10
1,20,136,0,3,9,21,6,12
1,20,137,1,7,9,35,2,16
1,20,138,1,2,3,9,1,5
1,20,139,1,4,7,24,3,11
1,20,140,1,1,6,5,5,7
1,20,141,1,2,9,15,7,11
1,20,142,0,5,7,28,2,12
1,20,143,0,1,2,1,1,3
1,20,144,0,3,5,17,2,8
1,21,1,0,2,3,9,1,5
1,21,2,0,7,8,34,1,15
1,21,3,1,2,6,12,4,8
1,21,4,1,6,7,31,1,13
1,21,5,1,4,9,26,5,13
1,21,6,0,3,8,20,5,11
1,21,7,0,1,9,8,8,10
1,21,8,0,8,9,36,1,17
1,21,9,1,2,4,10,2,6
1,21,10,1,4,8,25,4,12
1,21,11,0,5,6,27,1,11
1,21,12,1,4,7,24,3,11
1,21,13,1,6,9,33,3,15
1,21,14,1,2,7,13,5,9
1,21,15,1,2,8,14,6,10
1,21,16,1,6,8,32,2,14
1,21,17,1,3,9,21,6,12
1,21,18,1,3,7,19,4,10
1,21,19,1,2,5,11,3,7
1,21,20,1,2,9,15,7,11
1,21,21,1,4,5,22,1,9
1,21,22,0,1,4,3,3,5
1,21,23,0,1,3,2,2,4
1,21,24,1,5,9,30,4,14
1,21,25,0,1,2,1,1,3
1,21,26,1,5,7,28,2,12
1,21,27,0,1,6,5,5,7
1,21,28,1,1,8,7,7,9
1,21,29,1,3,5,17,2,8
1,21,30,0,1,5,4,4,6
1,21,31,1,5,8,29,3,13
1,21,32,0,7,9,35,2,16
1,21,33,0,3,4,16,1,7
1,21,34,1,4,6,23,2,10
1,21,35,0,3,6,18,3,9
1,21,36,1,1,7,6,6,8
1,21,37,1,2,5,11,3,7
1,21,38,1,2,6,12,4,8
1,21,39,1,5,6,27,1,11
1,21,40,0,6,9,33,3,15
1,21,41,1,2,9,15,7,11
1,21,42,1,8,9,36,1,17
1,21,43,1,2,8,14,6,10
1,21,44,1,1,3,2,2,4
1,21,45,1,4,9,26,5,13
1,21,46,0,1,5,4,4,6
1,21,47,1,4,5,22,1,9
1,21,48,1,3,9,21,6,12
1,21,49,0,7,9,35,2,16
1,21,50,1,3,5,17,2,8
1,21,51,1,1,4,3,3,5
1,21,52,0,1,2,1,1,3
1,21,53,1,5,9,30,4,14
1,21,54,0,1,7,6,6,8
1,21,55,1,3,8,20,5,11
1,21,56,0,6,7,31,1,13
1,21,57,1,2,7,13,5,9
1,21,58,0,4,8,25,4,12
1,21,59,0,3,4,16,1,7
1,21,60,0,6,8,32,2,14
1,21,61,1,5,8,29,3,13
1,21,62,1,5,7,28,2,12
1,21,63,0,3,7,19,4,10
1,21,64,1,4,6,23,2,10
1,21,65,1,2,4,10,2,6
1,21,66,1,1,8,7,7,9
1,21,67,1,4,7,24,3,11
1,21,68,1,3,6,18,3,9
1,21,69,1,2,3,9,1,5
1,21,70,1,1,6,5,5,7
1,21,71,1,7,8,34,1,15
1,21,72,1,1,9,8,8,10
1,21,73,1,1,3,2,2,4
1,21,74,1,1,5,4,4,6
1,21,75,1,2,7,13,5,9
1,21,76,1,4,6,23,2,10
1,21,77,1,1,6,5,5,7
1,21,78,1,8,9,36,1,17
1,21,79,1,3,6,18,3,9
1,21,80,0,7,9,35,2,16
1,21,81,1,2,9,15,7,11
1,21,82,1,4,5,22,1,9
1,21,83,0,3,4,16,1,7
1,21,84,1,2,3,9,1,5
1,21,85,0,7,8,34,1,15
1,21,86,1,6,8,32,2,14
1,21,87,1,4,9,26,5,13
1,21,88,1,3,9,21,6,12
1,21,89,1,5,8,29,3,13
1,21,90,1,5,9,30,4,14
1,21,91,1,5,7,28,2,12
1,21,92,1,4,7,24,3,11
1,21,93,1,3,7,19,4,10
1,21,94,1,6,7,31,1,13
1,21,95,0,3,5,17,2,8
1,21,96,1,6,9,33,3,15
1,21,97,1,2,6,12,4,8
1,21,98,1,1,4,3,3,5
1,21,99,1,3,8,20,5,11
1,21,100,1,2,5,11,3,7
1,21,101,1,1,9,8,8,10
1,21,102,1,2,8,14,6,10
1,21,103,1,2,4,10,2,6
1,21,104,1,1,7,6,6,8
1,21,105,1,4,8,25,4,12
1,21,106,0,1,2,1,1,3
1,21,107,1,5,6,27,1,11
1,21,108,1,1,8,7,7,9
1,21,109,1,4,8,25,4,12
1,21,110,1,2,5,11,3,7
1,21,111,1,1,8,7,7,9
1,21,112,1,2,3,9,1,5
1,21,113,1,1,5,4,4,6
1,21,114,0,4,5,22,1,9
1,21,115,1,2,6,12,4,8
1,21,116,1,3,4,16,1,7
1,21,117,1,5,6,27,1,11
1,21,118,1,4,9,26,5,13
1,21,119,1,3,9,21,6,12
1,21,120,1,3,6,18,3,9
1,21,121,1,3,8,20,5,11
1,21,122,1,1,6,5,5,7
1,21,123,0,6,8,32,2,14
1,21,124,1,1,3,2,2,4
1,21,125,0,7,9,35,2,16
1,21,126,1,2,8,14,6,10
1,21,127,1,5,7,28,2,12
1,21,128,1,5,8,29,3,13
1,21,129,1,1,7,6,6,8
1,21,130,1,6,9,33,3,15
1,21,131,1,1,4,3,3,5
1,21,132,1,8,9,36,1,17
1,21,133,1,1,9,8,8,10
1,21,134,1,2,7,13,5,9
1,21,135,1,3,5,17,2,8
1,21,136,0,7,8,34,1,15
1,21,137,1,4,6,23,2,10
1,21,138,1,2,9,15,7,11
1,21,139,1,6,7,31,1,13
1,21,140,1,4,7,24,3,11
1,21,141,1,2,4,10,2,6
1,21,142,1,3,7,19,4,10
1,21,143,0,1,2,1,1,3
1,21,144,1,5,9,30,4,14
1,22,1,1,2,7,13,5,9
1,22,2,1,7,9,35,2,16
1,22,3,1,1,8,7,7,9
1,22,4,1,2,9,15,7,11
1,22,5,0,1,9,8,8,10
1,22,6,0,5,7,28,2,12
1,22,7,0,8,9,36,1,17
1,22,8,0,1,4,3,3,5
1,22,9,0,3,4,16,1,7
1,22,10,0,3,9,21,6,12
1,22,11,0,6,8,32,2,14
1,22,12,1,2,5,11,3,7
1,22,13,1,5,6,27,1,11
1,22,14,1,4,8,25,4,12
1,22,15,0,6,7,31,1,13
1,22,16,1,3,8,20,5,11
1,22,17,1,7,8,34,1,15
1,22,18,1,2,3,9,1,5
1,22,19,1,3,7,19,4,10
1,22,20,0,1,2,1,1,3
1,22,21,0,4,9,26,5,13
1,22,22,1,3,6,18,3,9
1,22,23,0,6,9,33,3,15
1,22,24,1,2,4,10,2,6
1,22,25,0,1,7,6,6,8
1,22,26,1,2,8,14,6,10
1,22,27,0,1,5,4,4,6
1,22,28,1,4,6,23,2,10
1,22,29,1,5,8,29,3,13
1,22,30,0,1,3,2,2,4
1,22,31,0,1,6,5,5,7
1,22,32,1,5,9,30,4,14
1,22,33,1,4,7,24,3,11
1,22,34,1,3,5,17,2,8
1,22,35,1,4,5,22,1,9
